id;short_description;nom;id_manufacturer;categorie;gencod;upc;minimal_quantity;prix_final;prix_unite;unite;reference;weight;feature[0];feature[1];feature[2];feature[3];feature[4];filename;etat;;;;
73;Filets de harengs fumés à l'huile BELLE FRANCE La barquette 500g;Filets de harengs fumés à l'huile;917;6261;3,26E+12;112212008;1;22.082400;3.680400;6;916684;3.000000;Conditionnement-La barquette 500g;Unité par carton-6;NB carton/palette-90;DLV Garantie-15;DLV Théorique-20;Produits belle france -oui;centraleachatexport.com/22918-small_default/filets-de-harengs-fumes-a-l-huile.jpg;0;;;
74;Jus d'orange bio ANDROS La bouteille 75cl;Jus d'orange bio;919;6271;3,05E+12;112212009;1;19.373400;3.228900;6;840025;4.800000;Conditionnement-La bouteille 75cl;Unité par carton-6;NB carton/palette-150;DLV Garantie-32;DLV Théorique-40;Produits bio-oui;centraleachatexport.com/37398-small_default/jus-d-orange-bio.jpg;1;;;
75;Filets de Harengs fumés doux BELLE FRANCE La barquette 200g;Filets de Harengs fumés doux;917;6261;3,26E+12;112212009;1;9.682200;1.613700;6;916601;2.400000;Conditionnement-La barquette 200g;Unité par carton-12;NB carton/palette-315;DLV Garantie-30;DLV Théorique-37;Produits belle france -oui;centraleachatexport.com/38730-small_default/filets-de-harengs-fumes-doux.jpg;1;;;
76;Jus d'oranges pressées ANDROS La bouteille 1,5L;Jus d'oranges pressées;919;6261;3,05E+12;112212010;1;22.253400;3.708900;6;952986;9.978000;Conditionnement-La bouteille 1.5L;Unité par carton-6;NB carton/palette-75;DLV Garantie-40;DLV Théorique-50;centraleachatexport.com/37936-small_default/jus-d-oranges-pressees.jpg;1;;;;
77;Filets de Harengs fumés naturel BELLE FRANCE La barquette 200g;Filets de Harengs fumés naturel;917;6261;3,26E+12;112212010;1;9.682200;1.613700;6;916627;2.400000;Conditionnement-La barquette 200g;Unité par carton-12;NB carton/palette-189;DLV Garantie-30;DLV Théorique-37;Produits belle france -oui;centraleachatexport.com/38218-small_default/filets-de-harengs-fumes-naturel.jpg;1;;;
78;100% pur jus de pommes pressées ANDROS La bouteille 1L;100% pur jus de pommes pressées;919;6261;3,05E+12;112212011;1;16.180200;2.696700;6;938662;9.000000;Conditionnement-La bouteille 1L;Unité par carton-6;NB carton/palette-105;DLV Garantie-35;DLV Théorique-45;centraleachatexport.com/22923-small_default/100-pur-jus-de-pommes-pressees.jpg;1;;;;
79;Dés de hareng crème  SIMON La barquette 400g;Dés de hareng crème;921;6261;3,26E+12;112212011;1;17.649000;2.941500;6;910901;2.400000;Conditionnement-La barquette 400g;Unité par carton-6;NB carton/palette-96;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22924-small_default/des-de-hareng-creme.jpg;1;;;;
80;Boisson au cranberry  ANDROS La bouteille 1L;Boisson au cranberry;919;6261;3,61E+12;112212012;1;13.641300;2.273550;6;761460;6.200000;Conditionnement-La bouteille 1L;Unité par carton-6;NB carton/palette-105;DLV Garantie-25;DLV Théorique-30;centraleachatexport.com/22925-small_default/boisson-au-cranberry.jpg;1;;;;
81;Steak de saumon ciboul CORAYA La barquette 2x100g;Steak de saumon ciboul;1000;6271;3,28E+12;112212012;1;9.865200;2.466300;4;911321;0.920000;Conditionnement-La Barquette 200g;Unité par carton-4;NB carton/palette-280;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/33637-small_default/steak-de-saumon-ciboul.jpg;0;;;;
82;Jus de pamplemousses roses pressés  ANDROS La bouteille 1L;Jus de pamplemousses roses pressés;919;6261;3,61E+12;112212013;1;19.401300;3.233550;6;938746;9.000000;Conditionnement-La bouteille 1L;Unité par carton-6;NB carton/palette-105;DLV Garantie-35;DLV Théorique-45;centraleachatexport.com/22927-small_default/jus-de-pamplemousses-roses-presses.jpg;1;;;;
83;Filet de Morue PÊCHEURS D'ISLANDE L'étui 400g;Filet de Morue;926;6261;3,44E+12;112212013;1;41.770800;5.221350;8;845446;3.420000;Conditionnement-L'étui 400g;Unité par carton-8;NB carton/palette-180;DLV Garantie-18;DLV Théorique-40;centraleachatexport.com/36998-small_default/filet-de-morue.jpg;1;;;;
84;Jus multi vitamines ANDROS La bouteille 1L;Jus multi vitamines;919;6261;3,61E+12;112212014;1;17.753400;2.958900;6;938704;9.000000;Conditionnement-La bouteille 1L;Unité par carton-6;NB carton/palette-105;DLV Garantie-35;DLV Théorique-45;centraleachatexport.com/22929-small_default/jus-multi-vitamines.jpg;1;;;;
85;Croustillants au saumon et crevettes x 2 FREGALINE L'étui 200g;Croustillants au saumon et crevettes x 2;927;6261;3,45E+12;112212014;1;17.323800;4.330950;4;597203;1.033000;Conditionnement-L'étui 200g;Unité par carton-4;NB carton/palette-128;DLV Garantie-14;DLV Théorique-15;centraleachatexport.com/22930-small_default/croustillants-au-saumon-et-crevettes-x-2.jpg;1;;;;
86;Filets de merlan FREGALINE La barquette 250g;Filets de merlan;927;6261;3,45E+12;112212015;1;30.494700;5.082450;6;912147;1.500000;Conditionnement-La barquette 250g;Unité par carton-4;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/31057-small_default/filets-de-merlan.jpg;1;;;;
87;Filets de cabillaud FREGALINE La barquette 250g;Filets de cabillaud;927;6261;3,45E+12;112212016;1;26.866800;4.477800;6;912105;1.500000;Conditionnement-La barquette 250g;Unité par carton-4;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/22931-small_default/filets-de-cabillaud.jpg;1;;;;
88;Filet de lieu noir  FRAIS EMBAL La barquette 250g;Filet de lieu noir;928;6261;3,45E+12;112212017;1;22.555800;3.759300;6;913343;1.150000;Conditionnement-La barquette 250g;Unité par carton-4;NB carton/palette-80;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/22932-small_default/filet-de-lieu-noir.jpg;1;;;;
89;Filet de queue de saumon de Norvège FRAIS EMBAL La barquette 200g;Filet de queue de saumon de Norvège;928;2;3,45E+12;112212018;1;16.869000;4.217250;4;912063;1.200000;Conditionnement-La barquette 200g;Unité par carton-4;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/38304-small_default/filet-de-queue-de-saumon-de-norvege.jpg;1;;;;
90;Pavé de saumon BIO sans arrêtes FREGALINE La pièce 140g;Pavé de saumon BIO sans arrêtes;927;6271;3,45E+12;112212019;1;33.734700;5.622450;6;955666;1.000000;Conditionnement-La pièce 140g;Unité par carton-6;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;Produits bio-oui;centraleachatexport.com/22934-small_default/pave-de-saumon-bio-sans-arretes.jpg;1;;;
91;Pavé de saumon label rouge   La barquette 140g;Pavé de saumon label rouge;0;6261;3,45E+12;112212020;1;35.601300;5.933550;6;912089;0.840000;Conditionnement-La barquette 140g;Unité par carton-6;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/22935-small_default/pave-de-saumon-label-rouge.jpg;1;;;;
92;Pavés de saumon à griller x2 FREGALINE La barquette 280g;Pavés de saumon à griller x2;927;6261;3,45E+12;112212021;1;32.032800;8.008200;4;911941;1.900000;Conditionnement-La barquette 280g;Unité par carton-4;NB carton/palette-80;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/37510-small_default/paves-de-saumon-a-griller-x2.jpg;1;;;;
93;Crevettes cuites réfrigérées FREGALINE La barquette 200g;Crevettes cuites réfrigérées;927;6261;3,31E+12;112212022;1;19.809000;3.301500;6;521963;1.200000;Conditionnement-La barquette 200g;Unité par carton-6;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/22937-small_default/crevettes-cuites-refrigerees.jpg;1;;;;
94;Dos de cabillaud sans arêtes FRAIS EMBAL La barquette 200g;Dos de cabillaud sans arêtes;928;6261;3,45E+12;112212023;1;18.176400;4.544100;4;592865;0.800000;Conditionnement-La barquette 200g;Unité par carton-4;NB carton/palette-100;DLV Garantie-7;DLV Théorique-8;centraleachatexport.com/22938-small_default/dos-de-cabillaud-sans-aretes.jpg;1;;;;
95;Filet de limande meunière FRAIS EMBAL La barquette 200g;Filet de limande meunière;928;6261;3,45E+12;112212024;1;25.492500;4.248750;6;834168;1.250000;Conditionnement-La barquette 200g;Unité par carton-6;NB carton/palette-120;DLV Garantie-11;DLV Théorique-12;centraleachatexport.com/22939-small_default/filet-de-limande-meuniere.jpg;1;;;;
96;Croustillant cabillaud FREGALINE La boite 2 x 100g;Croustillant cabillaud;927;2;3,45E+12;112212025;1;17.980800;4.495200;4;597229;1.033000;Conditionnement-La boite 2 x 100g;Unité par carton-4;NB carton/palette-128;DLV Garantie-14;DLV Théorique-15;centraleachatexport.com/22940-small_default/croustillant-cabillaud.jpg;1;;;;
97;Steak haché de colin  L'ASSIETTE BLEUE L'étui 180g;Steak haché de colin;929;6261;3,55E+12;112212026;1;9.372600;2.343150;4;825604;0.944000;Conditionnement-L'étui 180g;Unité par carton-4;NB carton/palette-256;DLV Garantie-16;DLV Théorique-19;centraleachatexport.com/22941-small_default/steak-hache-de-colin.jpg;1;;;;
98;2 hachés de saumon échalote & ciboulette L'ASSIETTE BLEUE L'étui 180g;2 hachés de saumon échalote & ciboulette;929;6261;3,55E+12;112212027;1;9.600000;2.400000;4;955922;0.944000;Conditionnement-L'étui 180g;Unité par carton-4;NB carton/palette-256;DLV Garantie-19;DLV Théorique-23;centraleachatexport.com/22942-small_default/2-haches-de-saumon-echalote-ciboulette.jpg;1;;;;
99;2 hachés au thon à la provencale sans arêtes L'ASSIETTE BLEUE L'étui 180g;2 hachés au thon à la provencale sans arêtes;929;6261;3,55E+12;112212028;1;9.460800;2.365200;4;955906;0.944000;Conditionnement-L'étui 180g;Unité par carton-4;NB carton/palette-256;DLV Garantie-19;DLV Théorique-23;centraleachatexport.com/22943-small_default/2-haches-au-thon-a-la-provencale-sans-aretes.jpg;1;;;;
100;2 panés au Merlan saveur citron L'ASSIETTE BLEUE La barquette 200g;2 panés au Merlan saveur citron;929;6261;3,55E+12;112212029;1;11.065200;2.766300;4;955849;0.961000;Conditionnement-La barquette 200g;Unité par carton-4;NB carton/palette-384;DLV Garantie-17;DLV Théorique-20;centraleachatexport.com/22944-small_default/2-panes-au-merlan-saveur-citron.jpg;1;;;;
101;Croq'poisson fromage L'ASSIETTE BLEUE La barquette 180g;Croq'poisson fromage;929;6261;3,55E+12;112212030;1;9.081600;2.270400;4;964486;0.881000;Conditionnement-La barquette 180g;Unité par carton-4;NB carton/palette-384;DLV Garantie-15;DLV Théorique-18;centraleachatexport.com/31053-small_default/croq-poisson-fromage.jpg;1;;;;
103;Doypack de crevette nature  DELICEMER La barquette 100g;Doypack de crevette nature;923;6261;3,55E+12;112212032;1;15.618600;3.904650;4;965442;0.700000;Conditionnement-La barquette 100g;Unité par carton-4;NB carton/palette-120;DLV Garantie-14;DLV Théorique-18;centraleachatexport.com/22946-small_default/doypack-de-crevette-nature.jpg;1;;;;
104;Cabillaud pané L'ASSIETTE BLEUE La barquette 200g;Cabillaud pané;929;6261;3,55E+12;112212033;1;10.521600;2.630400;4;851667;0.981000;Conditionnement-La barquette 200g;Unité par carton-4;NB carton/palette-384;DLV Garantie-16;DLV Théorique-21;centraleachatexport.com/31054-small_default/cabillaud-pane.jpg;1;;;;
105;Nuggets de poisson L'ASSIETTE BLEUE La boite 180g;Nuggets de poisson;929;6261;3,55E+12;112212034;1;11.349000;2.837250;4;588863;0.800000;Conditionnement-La boite 180g;Unité par carton-4;NB carton/palette-256;DLV Garantie-16;DLV Théorique-21;centraleachatexport.com/31055-small_default/nuggets-de-poisson.jpg;0;;;;
106;Chair d'écrevisse  DELICEMER La barquette 80g;Chair d'écrevisse;923;6261;3,76E+12;112212035;1;16.872300;2.812050;6;937227;0.650000;Conditionnement-La barquette 80g;Unité par carton-6;NB carton/palette-192;DLV Garantie-11;DLV Théorique-14;centraleachatexport.com/22947-small_default/chair-d-ecrevisse.jpg;1;;;;
107;Crevettes jumbo décortiquées DELICEMER La barquette 90g;Crevettes jumbo décortiquées;923;6261;3,76E+12;112212036;1;15.498900;2.583150;6;937201;0.650000;Conditionnement-La barquette 90g;Unité par carton-6;NB carton/palette-80;DLV Garantie-11;DLV Théorique-14;centraleachatexport.com/38189-small_default/crevettes-jumbo-decortiquees.jpg;1;;;;
108;Crevettes géantes tigrées DELICEMER La barquette 110g;Crevettes géantes tigrées;923;6261;3,76E+12;112212037;1;25.569000;4.261500;6;871608;1.150000;Conditionnement-La barquette 110g;Unité par carton-6;NB carton/palette-240;DLV Garantie-10;DLV Théorique-12;centraleachatexport.com/36589-small_default/crevettes-geantes-tigrees.jpg;1;;;;
109;Crevette rose décortiqués  DELICEMER La barquette 110g;Crevette rose décortiqués;923;6261;3,76E+12;112212038;1;10.884600;1.814100;6;937185;0.800000;Conditionnement-La barquette 110g;Unité par carton-6;NB carton/palette-192;DLV Garantie-11;DLV Théorique-14;centraleachatexport.com/22950-small_default/crevette-rose-decortiques.jpg;1;;;;
110;Moules narelles  DELICEMER La boite 340g;Moules narelles;923;6261;3,76E+12;112212039;1;25.957800;2.163150;12;523803;6.900000;Conditionnement-La boite 340g;Unité par carton-12;NB carton/palette-169;DLV Garantie-120;DLV Théorique-360;centraleachatexport.com/22951-small_default/moules-narelles.jpg;1;;;;
111;Rollmops  DELICEMER Le bocal 300g;Rollmops;923;6261;3,76E+12;112212040;1;12.684600;2.114100;6;937284;1.800000;Conditionnement-Le bocal 300g;Unité par carton-6;NB carton/palette-144;DLV Garantie-40;DLV Théorique-70;centraleachatexport.com/31056-small_default/rollmops.jpg;1;;;;
112;Filet d'anchois à l'ail La barquette 200g;Filet d'anchois  à l'ail;923;6261;3,76E+12;112212041;1;14.030100;2.338350;6;877084;1.300000;Conditionnement-La barquette 200g;Unité par carton-20;NB carton/palette-80;DLV Garantie-30;DLV Théorique-35;centraleachatexport.com/38804-small_default/filet-d-anchois-a-l-ail.jpg;1;;;;
113;Filet d'anchois provence La barquette 200g;Filet d'anchois provence;0;6261;3,76E+12;112212042;1;14.030100;2.338350;6;877068;1.300000;Conditionnement-La barquette 200g;Unité par carton-20;NB carton/palette-80;DLV Garantie-30;DLV Théorique-35;centraleachatexport.com/37129-small_default/filet-d-anchois-provence.jpg;1;;;;
114;Oeufsde truite  COMPTOIR DU CAVIAR La boite 90g;Oeufsde truite;924;6261;3,76E+12;112212043;1;29.339100;4.889850;6;958009;0.700000;Conditionnement-La boite 90g;Unité par carton-6;NB carton/palette-364;DLV Garantie-90;DLV Théorique-120;centraleachatexport.com/22952-small_default/oeufsde-truite.jpg;1;;;;
115;Moules-vin apéritif  DELICEMER La boite 340g;Moules-vin apéritif;923;6261;8,71E+12;112212044;1;25.957800;2.163150;12;523886;6.900000;Conditionnement-La boite 340g;Unité par carton-12;NB carton/palette-169;DLV Garantie-120;DLV Théorique-360;centraleachatexport.com/22953-small_default/moules-vin-aperitif.jpg;1;;;;
116;Jus d'orange WINNY La brique 1L;Jus d'orange;920;6261;5,40E+12;112213001;1;9.416700;1.569450;6;939744;13.600000;Conditionnement-La brique 1L;Unité par carton-12;NB carton/palette-65;DLV Garantie-21;DLV Théorique-30;centraleachatexport.com/38932-small_default/jus-d-orange.jpg;1;;;;
117;Truite fumée au bois de hêtre LABEYRIE La plaquette 120g;Truite fumée au bois de hêtre;930;6261;3,03E+12;112213001;1;26.847900;4.474650;6;912782;3.900000;Conditionnement-La plaquette 120g;Unité par carton-6;NB carton/palette-144;DLV Garantie-18;DLV Théorique-23;centraleachatexport.com/22955-small_default/truite-fumee-au-bois-de-hetre.jpg;1;;;;
118;Saumon fumé BIO LABEYRIE la plaquette 75g ;Saumon fumé BIO;930;6271;3,03E+12;112213002;1;29.926800;4.987800;6;963744;0.660000;Conditionnement-la plaquette 75g ;Unité par carton-6;NB carton/palette-120;DLV Garantie-17;DLV Théorique-23;centraleachatexport.com/22956-small_default/saumon-fume-bio.jpg;1;;;;
119;Saumon irlandais 4 tranches  LABEYRIE la plaquette 140 g ;Saumon irlandais 4 tranches;930;6261;3,03E+12;112213003;1;53.998200;8.999700;6;911503;1.500000;Conditionnement-la plaquette 140 g ;Unité par carton-10;NB carton/palette-160;DLV Garantie-18;DLV Théorique-23;centraleachatexport.com/22957-small_default/saumon-irlandais-4-tranches.jpg;1;;;;
120;Saumon norvégien 2 tranches  LABEYRIE la plaquette 75g ;Saumon norvégien 2 tranches;930;6261;3,03E+12;112213004;1;27.406800;4.567800;6;851246;0.850000;Conditionnement-la plaquette 75g ;Unité par carton-6;NB carton/palette-100;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22958-small_default/saumon-norvegien-2-tranches.jpg;1;;;;
121;Saumon fumé L'Ecosse, boisé & généreux LABEYRIE la plaquette 75g ;Saumon fumé L'Ecosse, boisé & généreux;930;6261;3,03E+12;112213005;1;29.926800;4.987800;6;851261;0.850000;Conditionnement-la plaquette 75g ;Unité par carton-6;NB carton/palette-100;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22959-small_default/saumon-fume-l-ecosse-boise-genereux.jpg;1;;;;
122;Saumon fumé sauvage du Pacifique 2 tranches LABEYRIE Le blister 75g;Saumon fumé sauvage du Pacifique 2 tranches;930;6261;3,03E+12;112213006;1;29.926800;4.987800;6;914366;0.750000;Conditionnement-Le blister 75g;Unité par carton-6;NB carton/palette-240;DLV Garantie-16;DLV Théorique-21;centraleachatexport.com/22960-small_default/saumon-fume-sauvage-du-pacifique-2-tranches.jpg;1;;;;
123;Carpaccio de Saumon fumé LABEYRIE Blister 105g;Carpaccio de Saumon fumé;930;6261;3,03E+12;112213007;1;25.017750;16.678500;5;565143;1.025000;Conditionnement-Blister 105g;Unité par carton-5;NB carton/palette-240;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22961-small_default/carpaccio-de-saumon-fume.jpg;0;;;;
124;Saumon fumé façon sashimi LABEYRIE le paquet de 105g;Saumon fumé façon sashimi;930;6261;3,03E+12;112213008;1;25.017750;16.678500;5;565168;1.025000;Conditionnement-le paquet de 105g;Unité par carton-5;NB carton/palette-240;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22962-small_default/saumon-fume-facon-sashimi.jpg;0;;;;
125;Saumon fumé Le Norvège -25% de sel LABEYRIE La plaque 150g;Saumon fumé Le Norvège -25% de sel;930;6261;3,03E+12;112213009;1;51.459300;8.576550;6;843086;1.500000;Conditionnement-La plaque 150g;Unité par carton-5;NB carton/palette-160;DLV Garantie-16;DLV Théorique-21;centraleachatexport.com/37932-small_default/saumon-fume-le-norvege-25-de-sel.jpg;1;;;;
126;Saumon fumé de Norvège BELLE FRANCE La plaquette 230g;Saumon fumé de Norvège;917;6261;3,26E+12;112213010;1;47.404800;7.900800;6;912287;1.380000;Conditionnement-La plaquette 230g;Unité par carton-6;NB carton/palette-120;DLV Garantie-18;DLV Théorique-23;Produits belle france -oui;centraleachatexport.com/22964-small_default/saumon-fume-de-norvege.jpg;1;;;
127;Saumon fumé de Norvège x 4 BELLE FRANCE La plaquette 150g;Saumon fumé de Norvège x 4;917;6261;3,26E+12;112213011;1;50.872500;5.087250;10;911982;2.070000;Conditionnement-La plaquette 150g;Unité par carton-10;NB carton/palette-120;DLV Garantie-18;DLV Théorique-23;Produits belle france -oui;centraleachatexport.com/28391-small_default/saumon-fume-de-norvege-x-4.jpg;1;;;
128;Saumon fumé d'Ecosse BELLE FRANCE La plaquette 150g;Saumon fumé d'Ecosse;917;6261;3,26E+12;112213012;1;58.419000;5.841900;10;911966;1.966000;Conditionnement-La plaquette 150g;Unité par carton-10;NB carton/palette-80;DLV Garantie-18;DLV Théorique-23;Produits belle france -oui;centraleachatexport.com/22965-small_default/saumon-fume-d-ecosse.jpg;1;;;
129;Saumon atlantique fumé irlande bio x 4 BELLE FRANCE La plaquette 120 g;Saumon atlantique fumé irlande bio x 4;917;6271;3,26E+12;112213013;1;37.420200;6.236700;6;576629;0.750000;Conditionnement-La plaquette 120 g;Unité par carton-6;NB carton/palette-136;DLV Garantie-17;DLV Théorique-21;Produits bio-oui;Produits belle france -oui;centraleachatexport.com/22966-small_default/saumon-atlantique-fume-irlande-bio-x-4.jpg;1;;
130;Saumon atlantique fumé sauvage x 4  BELLE FRANCE La plaquette 140 g;Saumon atlantique fumé sauvage x 4;917;6261;3,26E+12;112213014;1;37.420200;6.236700;6;595900;0.900000;Conditionnement-La plaquette 140 g;Unité par carton-6;NB carton/palette-96;DLV Garantie-18;DLV Théorique-22;Produits belle france -oui;centraleachatexport.com/22967-small_default/saumon-atlantique-fume-sauvage-x-4.jpg;1;;;
131;Saumon atlantique fume norvege lr 2 trs LES DELICES DE BELLE FRANCE La plaquette 80 g;Saumon atlantique fume norvege lr  2 trs;931;6261;3,26E+12;112213015;1;26.042400;4.340400;6;912329;0.925000;Conditionnement-La plaquette 80 g;Unité par carton-6;NB carton/palette-80;DLV Garantie-14;DLV Théorique-18;Produits belle france -oui;centraleachatexport.com/31024-small_default/saumon-atlantique-fume-norvege-lr-2-trs.jpg;1;;;
132;Tranches truite fumée x 4 LES DELICES DE BELLE FRANCE La plaque 120g;Tranches truite fumée x 4;931;6261;3,26E+12;112213016;1;17.763000;3.552600;5;957100;0.938000;Conditionnement-La plaque 120g;Unité par carton-5;NB carton/palette-120;DLV Garantie-16;DLV Théorique-21;Produits belle france -oui;centraleachatexport.com/31023-small_default/tranches-truite-fumee-x-4.jpg;1;;;
133;Emincés de saumon aux 5 baies  ARMORIC La plaque 100g;Emincés de saumon aux 5 baies;932;6261;3,26E+12;112213017;1;27.622500;5.524500;5;911065;1.100000;Conditionnement-La plaque 100g;Unité par carton-5;NB carton/palette-60;DLV Garantie-16;DLV Théorique-21;centraleachatexport.com/22968-small_default/eminces-de-saumon-aux-5-baies.jpg;0;;;;
134;Emincés de saumons citron & anette  ARMORIC La plaque 100g;Emincés de saumons citron & anette;932;6261;3,26E+12;112213018;1;27.622500;5.524500;5;911081;1.100000;Conditionnement-La plaque 100g;Unité par carton-5;NB carton/palette-160;DLV Garantie-16;DLV Théorique-21;centraleachatexport.com/22969-small_default/eminces-de-saumons-citron-anette.jpg;0;;;;
135;Saumon fumé atlantique 5/6 tranches KRITSEN 150 g;Saumon fumé atlantique 5/6 tranches;933;6261;3,32E+12;112213019;1;32.222400;21.481600;8;594101;1.300000;Conditionnement-150 g;Unité par carton-8;NB carton/palette-136;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22970-small_default/saumon-fume-atlantique-5-6-tranches.jpg;0;;;;
136;Le saumon fumé Ecosse KRITSEN La plaque 140g;Le saumon fumé Ecosse;933;6261;3,32E+12;112213020;1;61.905600;7.738200;8;831487;1.224000;Conditionnement-La plaque 140g;Unité par carton-8;NB carton/palette-136;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22971-small_default/le-saumon-fume-ecosse.jpg;1;;;;
137;Le saumon fumé Norvège KRITSEN La plaque 140g;Le saumon fumé Norvège;933;6261;3,32E+12;112213021;1;54.188400;6.773550;8;831503;1.224000;Conditionnement-La plaque 140g;Unité par carton-8;NB carton/palette-136;DLV Garantie-17;DLV Théorique-21;centraleachatexport.com/22972-small_default/le-saumon-fume-norvege.jpg;1;;;;
