id;short_description;nom;id_manufacturer;categorie;gencod;upc;minimal_quantity;prix_final;prix_unite;unite;reference;weight;feature[0];feature[1];feature[2];feature[3];feature[4];filename;etat;;;;
8875;Brise-jet flexible;Brise-jet flexible;1975;6261;3,30E+12;181612002;1;37.263000;1.863150;20;550566;1.700000;;;;;;;;;;;
8876;Tapis bain   Le tapis 60x90;Tapis bain;1976;6261;4,01E+12;181712001;1;32.613600;4.076700;8;754747;0.887000;;;;;;;;;;;
8877;Briquet Allume Feu Cricket - avec une Recharge intégrée-Cricket;Briquet Allume Feu Cricket - avec une Recharge intégrée;1976;6261;4,01E+12;181712002;1;32.613600;4.076700;8;754705;0.927000;;;;;;;;;;;
8878;Allume feu multi usages-FLAM'UP;Allume feu multi usages;1976;6261;4,01E+12;181712003;1;32.613600;4.076700;8;754689;0.580000;;;;;;;;;;;
8879;Ampoule stick économique 8 watts E14 OSRAM;Ampoule stick économique 8 watts E14;1976;6261;4,01E+12;181712004;1;29.826000;2.982600;10;754648;0.222000;;;;;;;;;;;
8880;Ampoule stick économique 14 watts E27 OSRAM;Ampoule stick économique 14 watts E27;1976;6261;4,01E+12;181712005;1;35.320500;3.532050;10;754622;0.527000;;;;;;;;;;;
8881;Ampoule économique 14 watts B22 OSRAM;Ampoule économique 14 watts B22;1976;6261;4,01E+12;181712006;1;29.146500;2.914650;10;754366;0.753000;;;;;;;;;;;
8882;Ampoule crayon haloline 114mm OSRAM;Ampoule crayon haloline 114mm;1976;6261;4,01E+12;181712007;1;28.120500;2.812050;10;754481;0.280000;;;;;;;;;;;
8883;Ampoule reflecteur halogène éco 20w g5.3 OSRAM;Ampoule reflecteur halogène éco 20w g5.3;1976;6261;4,01E+12;181712008;1;15.409500;1.540950;10;754507;0.616000;;;;;;;;;;;
8884;Ampoule reflecteur halogène éco 40 watts gu10 OSRAM;Ampoule reflecteur halogène éco 40 watts gu10;1976;6261;4,01E+12;181712009;1;15.409500;1.540950;10;754549;0.616000;;;;;;;;;;;
8885;Ampoule capsule halogène éco 33 watts g9 OSRAM;Ampoule capsule halogène éco 33 watts g9;1976;6261;4,01E+12;181712010;1;17.352000;1.735200;10;755207;0.495000;;;;;;;;;;;
8886;Ampoule halogène standard 28 watts B22 OSRAM;Ampoule halogène standard 28 watts B22;1976;6261;4,01E+12;181712011;1;55.918800;6.989850;8;753723;1.000000;;;;;;;;;;;
8887;Ampoule halogène standard 42 watts B22 OSRAM;Ampoule halogène standard 42 watts B22;1976;6261;4,01E+12;181712012;1;49.609500;4.960950;10;758409;0.418000;;;;;;;;;;;
8888;Ampoule économique 30% flamme cl 28 watts B22 OSRAM;Ampoule économique 30% flamme cl 28 watts B22;1976;6261;4,01E+12;181712013;1;15.094500;1.509450;10;758789;0.498000;;;;;;;;;;;
8889;Spot économique 7 watts E14 OSRAM;Spot économique 7 watts E14;1976;6261;4,01E+12;181712014;1;15.094500;1.509450;10;758888;0.516000;;;;;;;;;;;
8890;Ampoule économique nano twist 9 watts E14 OSRAM;Ampoule économique nano twist 9 watts E14;1976;6261;4,01E+12;181712015;1;26.998500;2.699850;10;806968;0.791000;;;;;;;;;;;
8891;Ampoule économique halogène standard 77 watts B22 OSRAM;Ampoule économique halogène standard 77 watts B22;1976;6261;4,01E+12;181712016;1;26.998500;2.699850;10;578526;0.500000;;;;;;;;;;;
8892;Ampoule économique halogène standard 116 watts B22 OSRAM;Ampoule économique halogène standard 116 watts B22;1976;6261;4,01E+12;181712017;1;26.998500;2.699850;10;812628;0.791000;;;;;;;;;;;
8893;Ampoule halogène économique 46 watts E27 OSRAM Le blister 2 ampoules;Ampoule halogène économique 46 watts E27;1976;6261;4,01E+12;181712018;1;36.510300;24.340200;6;758383;0.784000;;;;;;;;;;;
8894;Ampoule halogène économique 57 watts E27 OSRAM Le blister 2 ampoules;Ampoule halogène économique 57 watts E27;1976;6261;4,01E+12;181712019;1;26.998500;2.699850;10;813543;0.791000;;;;;;;;;;;
8895;Ampoule halogène économique standard 77 watts E27 OSRAM Le blister 2 ampoules;Ampoule halogène économique standard 77 watts E27;1976;6261;4,01E+12;181712020;1;30.741000;3.074100;10;762708;0.791000;;;;;;;;;;;
8896;Ampoule économique standard 14 watts E27 OSRAM;Ampoule économique standard 14 watts E27;1976;6261;4,01E+12;181712021;1;30.741000;3.074100;10;578567;0.150000;;;;;;;;;;;
8897;Ampoule halogène économique 46 watts B22 OSRAM Le blister 2 ampoules;Ampoule halogène économique 46 watts B22;1976;6261;4,01E+12;181712022;1;37.789200;6.298200;6;758342;1.110000;;;;;;;;;;;
8898;Ampoules halogène économique flamme 30 watts E14 OSRAM Le blister 2 ampoules;Ampoules halogène économique flamme 30 watts E14;1976;6261;4,01E+12;181712023;1;15.409500;1.540950;10;754523;0.616000;;;;;;;;;;;
8899;Ampoule halogène économique 46 watts E14 OSRAM Le blister 2 ampoules;Ampoule halogène économique 46 watts E14;1976;6261;4,01E+12;181712024;1;15.094500;1.509450;10;754564;0.616000;;;;;;;;;;;
8900;Ampoule économique standard 17 watts E27 OSRAM;Ampoule économique standard 17 watts E27;1976;6261;4,01E+12;181712025;1;17.352000;1.735200;10;739961;0.495000;;;;;;;;;;;
8901;Ampoule halogène standard 30 watts E27 OSRAM;Ampoule halogène standard 30 watts E27;1976;6261;4,01E+12;181712026;1;20.952000;2.095200;10;759241;0.672000;;;;;;;;;;;
8902;Ampoule halogène standard 46 watts E27 OSRAM;Ampoule halogène standard 46 watts E27;1976;6261;4,01E+12;181712027;1;15.409500;10.273000;10;739862;0.490000;;;;;;;;;;;
8903;Ampoule halogène économique flamme 28 watts E14 OSRAM;Ampoule halogène économique flamme 28 watts E14;1976;6261;4,01E+12;181712028;1;15.409500;10.273000;10;739920;0.495000;;;;;;;;;;;
8904;Spot halogène économique 42 watts E27 OSRAM;Spot halogène économique 42 watts E27;1976;6261;4,01E+12;181712029;1;21.015000;2.101500;10;739888;0.495000;;;;;;;;;;;
8905;Ampoule halogène standard 52 watts E27 OSRAM;Ampoule halogène standard 52 watts E27;1976;6261;4,01E+12;181712030;1;17.241000;1.724100;10;754960;0.420000;;;;;;;;;;;
8906;Ampoule halogène standard 70 watts E27 OSRAM;Ampoule halogène standard 70 watts E27;1976;6261;4,01E+12;181712031;1;17.241000;1.724100;10;754986;0.420000;;;;;;;;;;;
8907;Ampoule halogène standard 105 watts E27 OSRAM;Ampoule halogène standard 105 watts E27;1976;6261;4,01E+12;181712032;1;18.204000;1.820400;10;753343;0.420000;;;;;;;;;;;
8908;Ampoule halogène flamme cl 18 watts E14 OSRAM;Ampoule halogène flamme cl 18 watts E14;1976;6261;4,01E+12;181712033;1;18.852000;1.885200;10;755280;0.466000;;;;;;;;;;;
8909;Ampoule halogène flamme cl 42 watts E14 OSRAM;Ampoule halogène flamme cl 42 watts E14;1976;6261;4,01E+12;181712034;1;18.852000;1.885200;10;755249;0.466000;;;;;;;;;;;
8910;Ampoule halogène flamme torsadée 28 watts E14 OSRAM;Ampoule halogène flamme torsadée 28 watts E14;1976;6261;4,01E+12;181712035;1;29.826000;2.982600;10;754663;0.284000;;;;;;;;;;;
8911;Ampoule économique sphère cl 28 watts E14 OSRAM;Ampoule économique sphère cl 28 watts E14;1976;6261;4,01E+12;181712036;1;29.146500;2.914650;10;754341;0.753000;;;;;;;;;;;
8912;Ampoule économique sphère cl 30 watts B22 OSRAM;Ampoule économique sphère cl 30 watts B22;1976;6261;4,01E+12;181712037;1;35.320500;3.532050;10;754580;0.595000;;;;;;;;;;;
8913;Ampoule crayon haloline court 120 watts OSRAM;Ampoule crayon haloline court 120 watts;1976;6261;4,01E+12;181712038;1;25.104000;2.510400;10;754382;0.240000;;;;;;;;;;;
8914;Ampoule reflecteur halogène éco 28 watts gu10 OSRAM;Ampoule reflecteur halogène éco 28 watts gu10;1976;6261;4,01E+12;181712039;1;18.852000;1.885200;10;755306;1.466000;;;;;;;;;;;
8915;Ampoule reflecteur halogène éco 14 watts g5.3 OSRAM;Ampoule reflecteur halogène éco 14 watts g5.3;1976;6261;4,01E+12;181712040;1;18.963000;1.896300;10;755223;0.466000;;;;;;;;;;;
8916;Ampoule capsule halogène éco 14 watts g4 OSRAM;Ampoule capsule halogène éco 14 watts g4;1976;6261;4,01E+12;181712041;1;48.250800;6.031350;8;758367;0.651000;;;;;;;;;;;
8917;Ampoule économique 30% sphère cl 28 watts E27 OSRAM;Ampoule économique 30% sphère à vis 28 watts E27;1976;6261;4,01E+12;181712042;1;27.264600;4.544100;6;758268;0.839000;;;;;;;;;;;
8918;Ampoule économique 30% sphère cl 30 watts B22 OSRAM;Ampoule économique 30% sphère cl 30 watts B22;1976;6261;4,01E+12;181712043;1;27.264600;4.544100;6;758326;0.839000;;;;;;;;;;;
8919;Ampoule économique sphère 9 watts E14 OSRAM;Ampoule économique sphère 9 watts E14;1976;6261;4,01E+12;181712044;1;26.197200;3.274650;8;758540;0.547000;;;;;;;;;;;
8920;Ampoule économique stick 23 watts E27  OSRAM;Ampoule économique stick 23 watts E27;1976;6261;4,01E+12;181712045;1;26.197200;3.274650;8;758425;0.483000;;;;;;;;;;;
8921;Ampoule économique stick 23 watts B22 OSRAM;Ampoule économique stick 23 watts B22;1976;6261;4,01E+12;181712046;1;26.197200;3.274650;8;758763;0.548000;;;;;;;;;;;
8922;Ampoule économique twist 11 watts E27 OSRAM;Ampoule économique twist 11 watts E27;1976;6261;4,01E+12;181712047;1;26.197200;3.274650;8;758284;0.563000;;;;;;;;;;;
8923;Ampoule économique twist 11 watts E14 OSRAM;Ampoule économique twist 11 watts E14;1976;6261;4,01E+12;181712048;1;21.087900;3.514650;6;758607;0.554000;;;;;;;;;;;
8924;Ampoule économique twist 11 watts E27 OSRAM;Ampoule économique twist 11 watts E27;1976;6261;4,01E+12;181712049;1;22.689000;3.781500;6;758623;0.757000;;;;;;;;;;;
8925;Ampoule économique twist 11 watts B22 OSRAM;Ampoule économique twist 11 watts B22;1976;6261;4,01E+12;181712050;1;22.689000;3.781500;6;758565;0.738000;;;;;;;;;;;
8926;Ampoule économique twist 13 watts E27 OSRAM;Ampoule économique twist 13 watts E27;1976;6261;4,01E+12;181712051;1;22.689000;3.781500;6;758243;0.751000;;;;;;;;;;;
8927;Ampoule économique twist 18 watts E27 OSRAM;Ampoule économique twist 18 watts E27;1976;6261;4,01E+12;181712052;1;22.689000;3.781500;6;758300;0.747000;;;;;;;;;;;
8928;Ampoule économique twist 23 watts E27 OSRAM;Ampoule économique twist 23 watts E27;1976;6261;4,05E+12;181712053;1;9.268500;0.926850;10;753624;0.317000;;;;;;;;;;;
8929;Ampoule économique twist 23 watts E27 BLF OSRAM;Ampoule économique twist 23 watts E27 BLF;1976;6261;4,05E+12;181712054;1;21.852000;2.185200;10;755124;0.292000;;;;;;;;;;;
8930;Ampoule économique twist 23 watts B22 OSRAM;Ampoule économique twist 23 watts B22 bayonette;1976;6261;4,05E+12;181712055;1;17.494500;1.749450;10;759084;0.285000;;;;;;;;;;;
8931;Starter tube fluorescent OSRAM;Starter tube fluorescent;1976;6261;4,05E+12;181712056;1;13.894500;9.263000;10;759183;0.527000;;;;;;;;;;;
8932;Ampoule tube four incandescete 15 watts E14 OSRAM;Ampoule tube four incandescete 15 watts E14;1976;6261;4,05E+12;181712057;1;37.293000;3.729300;10;578625;0.150000;;;;;;;;;;;
8933;Ampoule tube frigo/congélateur 15 watts E14 OSRAM;Ampoule tube frigo/congélateur 15 watts E14;1976;6261;4,05E+12;181712058;1;33.598500;3.359850;10;578609;0.150000;;;;;;;;;;;
8934;Spot 60 watts E27  OSRAM L'ampoule 63mm;Spot 60 watts E27;1976;6261;4,05E+12;181712060;1;30.109500;3.010950;10;567487;0.791000;;;;;;;;;;;
8935;Spot halogène économique 30 watts E14 OSRAM Le blister 2 ampoules;Spot halogène économique 30 watts E14;1976;6261;4,05E+12;181712061;1;33.598500;3.359850;10;578500;0.150000;;;;;;;;;;;
8936;Ampoule économique flamme 30 watts E14 OSRAM Le blister 2 ampoules;Ampoule économique flamme 30 watts E14;1977;6261;7,64E+12;181712063;1;72.016200;6.001350;12;757682;3.100000;;;;;;;;;;;
8937;Ampoules Halogènes Eco Standard B22 77W (100W) OSRAM Le blister 2 ampoules;Ampoules Halogènes Eco Standard B22 77W (100W);1920;6261;5,00E+12;181812001;1;19.692000;4.923000;4;757922;2.690000;;;;;;;;;;;
8938;Ampoule économique flamme 46 watts E27 OSRAM Le blister 2 ampoules;Ampoule économique flamme 46 watts E27;920;6261;5,41E+12;181812002;1;39.124500;3.912450;10;756460;10.600000;;;;;;;;;;;
8939;Lampe compact led  ENERGIZER;Lampe compact led;1455;6261;5,41E+12;181812003;1;32.683500;3.268350;10;757963;6.000000;;;;;;;;;;;
8940;Bougie Glade moment senteur BRISE x 1;Bougie Glade moment senteur;1455;6261;5,41E+12;181812004;1;15.820200;1.318350;12;757302;3.000000;;;;;;;;;;;
8941;Bougies chauffe plat WINNY x 100;Bougies chauffe plat;0;6261;5,41E+12;181812005;1;24.744600;2.062050;12;756445;8.400000;;;;;;;;;;;
8942;Bougies ménage SPAAS Le lot x 20;Bougies ménage;1455;6261;5,41E+12;181812006;1;45.324000;0.944250;48;757187;10.200000;;;;;;;;;;;
8943;Bougie cylindre parfumée orange SPAAS x 1;Bougie cylindre parfumée orange;1455;6261;5,41E+12;181812007;1;15.820200;1.318350;12;757260;3.000000;;;;;;;;;;;
8944;Bougies chauffe plat  Le paquet x 50;Bougies chauffe plat;1455;6261;5,41E+12;181812008;1;32.209500;3.220950;10;757849;9.000000;;;;;;;;;;;
8945;Bougies ménage SPAAS Le lot x 6;Bougies ménage;1455;6261;5,41E+12;181812009;1;32.209500;3.220950;10;757385;9.000000;;;;;;;;;;;
8946;Bougie cylindre parfumée vanille SPAAS x 1;Bougie cylindre parfumée vanille;1455;6261;5,41E+12;181812010;1;15.820200;1.318350;12;757286;3.000000;;;;;;;;;;;
8947;Bougie diner crème SPAAS x 14;Bougie diner crème;1455;6261;5,41E+12;181812011;1;12.363000;1.236300;10;757203;2.300000;;;;;;;;;;;
8948;Bougie diner Bordeaux SPAAS x 14;Bougie diner Bordeaux;1455;6261;5,41E+12;181812012;1;12.363000;1.236300;10;757229;2.300000;;;;;;;;;;;
8949;Bougie cylindre parfumée rose SPAAS x 1;Bougie cylindre parfumée rose;1455;6261;5,41E+12;181812013;1;12.363000;1.236300;10;757245;2.300000;;;;;;;;;;;
8950;Chauffe-plat lavande SPAAS Le lot x 12;Chauffe-plat lavande;1455;6261;5,41E+12;181812014;1;9.274500;1.545750;6;757369;4.910000;;;;;;;;;;;
8951;Chauffe-plat rose SPAAS Le lot x 12;Chauffe-plat rose;1455;6261;5,41E+12;181812015;1;9.274500;1.545750;6;757328;4.910000;;;;;;;;;;;
8952;Chauffe-plat pomme-canelle SPAAS Le lot x 12;Chauffe-plat pomme-canelle;1455;6261;5,41E+12;181812016;1;9.274500;1.545750;6;757344;4.910000;;;;;;;;;;;
8953;Bougie verre transparent cerise SPAAS x 1;Bougie verre transparent cerise;1455;6261;5,41E+12;181812017;1;23.100000;2.310000;10;757161;9.000000;;;;;;;;;;;
8954;Bougie verre transparent vanille SPAAS x 1;Bougie verre transparent vanille;0;6261;3,06E+12;181912001;1;31.222500;1.248900;25;739425;6.000000;;;;;;;;;;;
8955;Bougie verre transparent mures SPAAS x 1;Bougie verre transparent mures;1970;6261;3,06E+12;181912002;1;51.394500;1.713150;30;739508;3.500000;;;;;;;;;;;
8956;chauffe-plat citronnelle SPAAS x 30;Bougie chauffe-plat citronnelle;0;6261;3,06E+12;181912003;1;51.513750;0.686850;75;808485;10.000000;;;;;;;;;;;
8957;<span>Serpillère</span> gaufrée écrue 50x100;Serpillère gaufrée écrue 50x100;0;6261;3,06E+12;181912004;1;27.875250;1.858350;15;739201;6.000000;;;;;;;;;;;
8958;Serpillière tissée gaufrée bambou LA MENAGERE;Serpillière tissée gaufrée bambou;1970;6261;3,06E+12;181912005;1;42.822000;1.427400;30;739524;2.400000;;;;;;;;;;;
8959;Lavette tissée gaufrée blanche;Lavette tissée gaufrée blanche;1970;6261;3,06E+12;181912006;1;29.889000;1.992600;15;739466;6.300000;;;;;;;;;;;
8960;Wassing gaufrée écru;Serpillère gaufrée écrue;1970;6261;3,06E+12;181912007;1;30.717000;2.047800;15;739300;6.000000;;;;;;;;;;;
8961;Serpillière non tissée bambou LA MENAGERE;Serpillière non tissée bambou;0;6261;3,18E+12;181912008;1;52.027500;1.040550;50;740944;12.000000;;;;;;;;;;;
8962;Serpillière éponge boucle  LA MENAGERE;Serpillière éponge boucle;1414;6261;3,54E+12;181912009;1;28.951200;2.412600;12;733485;0.720000;;;;;;;;;;;
8963;Wassing gaufrée blanche LA MENAGERE;Wassingue gaufrée blanche;1414;6261;3,54E+12;181912010;1;32.949000;2.745750;12;756825;2.780000;;;;;;;;;;;
8964;Serpillière écru gaufrée 50x100;Serpillière écru gaufrée 50x100;1414;6261;3,54E+12;181912011;1;22.357800;1.863150;12;740621;3.540000;;;;;;;;;;;
8965;Brosse à laver tous usages ELEPHANT;Brosse à laver tous usages;1414;6261;3,54E+12;181912012;1;16.900200;2.816700;6;736462;1.150000;;;;;;;;;;;
8966;Manche acier antiglisse ELEPHANT;Manche acier antiglisse;0;6261;3,54E+12;181912013;1;30.845700;5.140950;6;737684;3.600000;;;;;;;;;;;
8967;Manche bois brut ELEPHANT;Manche bois brut;1414;6261;3,54E+12;181912014;1;30.618000;5.103000;6;737700;2.080000;;;;;;;;;;;
8968;Balai coco zebre super ELEPHANT;Balai coco zebre super;0;6261;3,54E+12;181912015;1;17.368500;1.736850;10;736520;2.400000;;;;;;;;;;;
8969;Balai paille de riz;Balai paille de riz;1414;6261;3,54E+12;181912016;1;23.759100;3.959850;6;738047;1.962000;;;;;;;;;;;
8970;Balai droit / coco carrelage ELEPHANT;Balai droit / coco carrelage;0;6261;3,54E+12;181912017;1;16.009200;1.334100;12;736363;2.400000;;;;;;;;;;;
8971;Balai brosse standard;Balai brosse standard;1414;6261;3,54E+12;181912018;1;19.221300;3.203550;6;758003;1.100000;;;;;;;;;;;
8972;Pelle balayette bi-touch ELEPHANT;Pelle balayette bi-touch;0;6261;3,54E+12;181912019;1;15.006600;1.250550;12;736488;3.800000;;;;;;;;;;;
8973;Brosse adhesive + 2 recharge;Brosse adhesive + 2 recharge;0;6261;3,54E+12;181912020;1;9.170100;1.528350;6;736504;1.622000;;;;;;;;;;;
8974;Racleau 44cm ELEPHANT;Racleau 44cm;0;6261;3,54E+12;181912021;1;17.697600;0.737400;24;740589;2.240000;;;;;;;;;;;
8975;Balai coco;Balai coco;0;6261;3,54E+12;181912022;1;14.342400;1.195200;12;737668;3.500000;;;;;;;;;;;
8976;Balai droit vinyl;Balai droit vinyl;0;6261;3,54E+12;181912023;1;10.705500;1.070550;10;808766;1.500000;;;;;;;;;;;
8977;Manche acier allegé;Manche acier allegé;1414;6261;3,54E+12;181912024;1;31.044600;5.174100;6;736587;1.074000;;;;;;;;;;;
8978;Pelle et balayette;Pelle et balayette;1414;6261;3,54E+12;181912025;1;34.767000;2.897250;12;733188;1.608000;;;;;;;;;;;
8979;Plumeau synthetique;Plumeau synthetique;1414;6261;3,54E+12;181912026;1;33.478200;2.789850;12;733204;1.000000;;;;;;;;;;;
8980;Brosse wc boule bi-touch ELEPHANT;Brosse wc boule bi-touch;1414;6261;3,54E+12;181912027;1;29.626200;7.406550;4;740704;1.812000;;;;;;;;;;;
8981;Brosse vaisselle bi-touch ELEPHANT;Brosse vaisselle bi-touch;1414;6261;3,54E+12;181912028;1;18.738000;3.123000;6;733527;0.906000;;;;;;;;;;;
8982;Brosse vaisselle ppe bi-touch  ELEPHANT;Brosse vaisselle ppe bi-touch;1414;6261;3,54E+12;181912029;1;32.181300;5.363550;6;738021;0.840000;;;;;;;;;;;
8983;Ensemble wc bi-touch ELEPHANT;Ensemble wc bi-touch;1414;6261;3,54E+12;181912030;1;34.341300;5.723550;6;737742;2.076000;;;;;;;;;;;
8984;Brosse à laver bi-touch ELEPHANT;Brosse à laver bi-touch;1414;6261;3,54E+12;181912031;1;20.519100;3.419850;6;750067;1.120000;;;;;;;;;;;
8985;Raclette vitres bi-touch ELEPHANT;Raclette vitres bi-touch;1978;6261;4,02E+12;181912032;1;75.029400;6.252450;12;740340;5.160000;;;;;;;;;;;
8986;Balai vinyl bi-touch ELEPHANT;Balai vinyl bi-touch;1978;6261;4,02E+12;181912033;1;47.442600;3.953550;12;740324;1.600000;;;;;;;;;;;
8987;Debouche évier 15cm ELEPHANT;Debouche évier 15cm;0;6261;5,40E+12;181912034;1;45.348750;0.604650;75;808527;10.000000;;;;;;;;;;;
8988;Manche + tête balai frange SuperMocio VILEDA;Manche + tête balai frange SuperMocio;1928;6261;5,41E+12;181912035;1;34.786800;3.865200;9;736447;1.700000;;;;;;;;;;;
8989;Recharge balai frange SuperMocio VILEDA;Recharge balai frange SuperMocio;1928;6261;5,41E+12;181912036;1;39.911400;6.651900;6;749762;0.919000;;;;;;;;;;;
8990;Chiffon multiusage microfibre;Chiffon multiusage microfibre;1978;6261;5,41E+12;181912037;1;51.393000;5.139300;10;740662;3.970000;;;;;;;;;;;
8991;Kit duster + 5 recharges SWIFFER;Kit duster + 5 recharges;1978;6261;5,41E+12;181912038;1;19.685700;3.280950;6;740688;1.750000;;;;;;;;;;;
8992;Recharge plumeaux SWIFFER x 10;Recharge plumeaux;1979;6261;3,18E+12;182012001;1;10.278900;1.713150;6;723064;1.124000;;;;;;;;;;;
8993;Seau SuperMocio VILEDA;Seau SuperMocio;1979;6261;5,00E+12;182012002;1;10.989000;1.831500;6;723189;0.318000;;;;;;;;;;;
8994;Essoreur SuperMocio VILEDA;Essoreur SuperMocio;1979;6261;5,00E+12;182012003;1;10.145700;1.690950;6;746800;0.620000;;;;;;;;;;;
8995;Cirage brun prestige KIWI Le tube 75ml;Cirage brun prestige;1979;6261;5,00E+12;182012004;1;10.145700;1.690950;6;746784;0.620000;;;;;;;;;;;
8996;Eponge Express Cirage noir KIWI;Eponge Express Cirage noir;1979;6261;5,00E+12;182012005;1;16.653600;1.387800;12;746768;0.760000;;;;;;;;;;;
8997;Applicateur cirage incolore KIWI L'applicateur 75ml;Applicateur cirage incolore;1979;6261;5,00E+12;182012006;1;16.653600;1.387800;12;746743;0.760000;;;;;;;;;;;
8998;Applicateur cirage noir KIWI L'applicateur 75ml;Applicateur cirage noir;1979;6261;5,00E+12;182012007;1;10.278900;1.713150;6;723049;1.124000;;;;;;;;;;;
8999;Cirage brun prestige KIWI La boite 50ml;Cirage brun prestige;1979;6261;5,00E+12;182012008;1;13.850100;2.308350;6;723221;1.387000;;;;;;;;;;;
9000;Cirage incolore prestige KIWI La boite 50ml;Cirage incolore prestige;1979;6261;5,00E+12;182012009;1;13.850100;2.308350;6;723247;1.387000;;;;;;;;;;;
9001;Cirage noir prestige KIWI Le tube 75ml;Cirage noir prestige;1979;6261;5,00E+12;182012010;1;11.377800;1.896300;6;723288;0.620000;;;;;;;;;;;
9002;Aérosol daim noir  KIWI L'aérosol 200ml;Aérosol daim noir;1979;6261;5,00E+12;182012011;1;27.700200;2.308350;12;723262;2.440000;;;;;;;;;;;
9003;Aérosol daim incolore KIWI L'aérosol 200ml;Aérosol daim incolore;1979;6261;5,00E+12;182012012;1;14.892300;2.482050;6;723148;0.836000;;;;;;;;;;;
9004;Applicateur blanc   KIWI L'applicateur 75ml;Applicateur blanc;1979;6261;5,00E+12;182012013;1;14.892300;2.482050;6;567305;0.836000;;;;;;;;;;;
9005;Imperméabilisant KIWI L'aérosol 200ml;Imperméabilisant;1979;6261;5,00E+12;182012014;1;16.653600;1.387800;12;746727;0.760000;;;;;;;;;;;
9006;Cirage crème incolore KIWI Le flacon 50ml;Cirage crème incolore;1979;6261;8,00E+12;182012015;1;10.989000;1.831500;6;723163;0.318000;;;;;;;;;;;
9007;Cirage noir  KIWI Le flacon 75ml;Cirage noir;1980;6261;3,11E+12;182112001;1;9.624600;0.802050;12;710780;13.000000;;;;;;;;;;;
9008;pliz classic 250m johnson KIWI La boite 50ml;pliz classic 250m johnson;1938;6261;3,26E+12;182212001;1;32.778000;2.731500;12;728642;12.000000;;;;;;;;;;;
9009;Eponge de cirage instantané incolore KIWI Le flacon 6ml;Eponge de cirage instantané incolore;1938;6261;3,26E+12;182212002;1;11.651400;0.970950;12;728428;15.000000;;;;;;;;;;;
9010;Cristaux de soude PHENIX La boite 1kg;Cristaux de soude;1938;6261;3,26E+12;182212003;1;13.375800;1.114650;12;728444;12.250000;;;;;;;;;;;
9011;Acétone MIEUXA La bouteille 1L;Acétone;1938;6261;3,26E+12;182212004;1;21.220200;1.768350;12;728402;14.000000;;;;;;;;;;;
9012;Acide chlorhydrique MIEUXA La bouteille 1L;Acide chlorhydrique;1938;6261;3,26E+12;182212005;1;47.860200;3.988350;12;728626;12.000000;;;;;;;;;;;
9013;Ammoniaque alcali 20° MIEUXA La bouteille 1L;Ammoniaque alcali 20°;1938;6261;3,26E+12;182212006;1;21.789000;1.815750;12;728600;12.000000;;;;;;;;;;;
9014;Alcool à bruler MIEUXA La bouteille 1L;Alcool à bruler;1938;6261;3,26E+12;182212007;1;29.860200;2.488350;12;728469;14.000000;;;;;;;;;;;
9015;Essence à la térénbenthine MIEUXA La bouteille 1L;Essence à la térénbenthine;1938;6261;3,26E+12;182212008;1;26.544600;2.212050;12;728386;12.300000;;;;;;;;;;;
9016;White spirit MIEUXA La bouteille 1L;White spirit;1981;6261;3,28E+12;182212009;1;6.725250;0.448350;15;745240;1.700000;;;;;;;;;;;
9017;Pétrole desaromatisé MIEUXA La bouteille 1L;Pétrole desaromatisé;1981;6261;3,28E+12;182212010;1;16.540200;1.378350;12;739227;2.100000;;;;;;;;;;;
9018;Alcool ménager citron MIEUXA La bouteille 1L;Alcool ménager citron;1975;6261;3,30E+12;182212011;1;7.890750;0.375750;21;551101;1.700000;;;;;;;;;;;
9019;Boites d'allumettes fantaisie fumeur FEUDOR Le pack x 10 paquets;Boites d'allumettes fantaisie fumeur;1975;6261;3,30E+12;182212012;1;25.389000;1.269450;20;550624;1.500000;;;;;;;;;;;
9020;Boite allumette géante salon FEUDOR x 40;Boite allumette géante salon;1975;6261;3,30E+12;182212013;1;7.072800;0.442050;16;551127;1.300000;;;;;;;;;;;
9021;Boite allumettes fumeurs FLAM'UP Le lot de 10;Boite allumettes fumeurs;1982;6261;3,76E+12;182212014;1;23.531400;1.960950;12;727602;12.000000;;;;;;;;;;;
9022;Allumettes géante de salon FLAM'UP Boite de 40;Allumettes géante de salon;1982;6261;3,76E+12;182212015;1;16.977600;0.707400;24;753525;4.800000;;;;;;;;;;;
9023;Boite allumettes Ménage FLAM'UP Le lot de 3;Boite allumettes Ménage;920;6261;5,40E+12;182212016;1;14.551200;0.606300;24;727628;7.900000;;;;;;;;;;;
9024;Allume-feu liquide ACTIFEU La bouteille 1L;Allume-feu liquide;0;6261;5,41E+12;182212017;1;8.906550;8.906550;1;728329;10.000000;;;;;;;;;;;
9025;Cube allume-feu compact  ACTIFEU x 32;Cube allume-feu compact;1983;6261;5,41E+12;182212018;1;380.721600;3.399300;112;728105;450.000000;;;;;;;;;;;
9026;Tablettes allume feu WINNY x 32;Tablettes allume feu;0;6261;5,41E+12;182212019;1;2.196300;2.196300;1;728303;2.000000;;;;;;;;;;;
9027;Charbon de bois  Le sac 10kg;Charbon de bois;1981;6261;7,31E+12;182212020;1;10.914750;0.404250;27;745349;7.100000;;;;;;;;;;;
9028;Charbon de bois GRILL BARBECUE Le sac 4kg;Charbon de bois;917;6261;3,26E+12;182312001;1;14.715000;0.735750;20;754242;1.800000;;;;;;;;;;;
