RAYON;Famille;nom_categorie;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;profondeur;Hauteur;Longueur;Largeur;NB carton/palette;Nb de cartons par couche;Nb de couche par palette;DLV Theorique;DLV Garantie;BF;BIO;nom;Conditionnement;marque;etat
LIQUIDES;VIN TABLE,PAYS & ETRANGER;BOUTEILLES 75CL.;33400410;591784;3211200074051;6;1.5831;9.4986;6.4;0.011904;31;24;16;120;24;5;0;0;NAT; ;Vin de table Grenache Cabernet Sauvigon;La bouteille 75cl;CAMBRAS 2016;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VINS DE CEPAGE;33400420;743666;3170870004662;6;2.1251;12.7511;7.4;0.01104;30;23;16;125;25;5;0;0;NAT; ;Vin de pays d'Oc Merlot Rosé;La bouteille 75cl;COULEURS DU SUD;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VINS DE CEPAGE;33400440;535401;3211209969266;6;1.7283;10.3702;7;0.011904;31;24;16;120;24;5;0;0;NAT; ;Vin de pays d'Oc cépage Merlot rosé;La bouteille 75cl;LES ORMES DE CAMBRAS;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;I.G.P ROSÉ;33400550;570846;3211209272052;6;1.201;7.2061;6.4;0.01008;28;24;15;125;25;5;0;0;NAT; ;Vin de Pays GARD rosé;La bouteille 75cl;-;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VINS DE CEPAGE;33404300;518720;3175520018686;6;1.8978;11.387;7;0.011408;31;23;16;120;24;5;0;0;NAT; ;Vin de pays d'Oc Cinsault Grenache;La bouteille 75cl;ROCHE MAZET;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;I.G.P ROSÉ;33410000;620989;3262850042334;6;2.1462;12.8775;7.42;0.01275;30;25;17;105;21;5;0;0;NAT; ;Rosé I.G.P Méditerranée;La bouteille 75cl;MONCIGALE;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VINS DE CEPAGE;33410100;659342;3258561330518;6;1.6925;10.1554;8;0.011904;31;24;16;100;25;4;0;0;NAT; ; ; ; ;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;I.G.P ROSÉ;33410200;614289;3258561330303;6;2.1451;12.8711;7.7;0.011904;31;24;16;105;21;5;0;0;BF; ;Vin de pays rosé des sables gris Golfe du Lion;La bouteille 75cl;BELLE FRANCE;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;LITRE VERRE;33412070;613760;3120581366450;6;1.1115;6.6692;8.2;0.0126;28;25;18;95;19;5;0;0;1P; ; ; ; ;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;I.G.P ROSÉ;33413000;620666;3244081500005;6;2.3809;14.2858;7.8;0.015066;31;27;18;95;19;5;0;0;NAT; ;IGP Sable de Camargue Grain de gris;La bouteille 75cl;LISTEL;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;I.G.P ROSÉ;33413100;613562;3262850028840;6;1.362;8.1723;6.6;0.011904;31;24;16;100;25;4;0;0;NAT; ;Vin de pays rosé;La bouteille 75cl;VICOMTE D'AUMELAS;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VIN DE TABLE PLASTIQUE/BRIQUE;33414100;658187;3198129257027;6;1.0789;6.4734;6;0.008625;25;23;15;125;25;5;0;0;1P; ; ; ; ;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VIN DE TABLE PLASTIQUE/BRIQUE;33414120;658229;3198129876969;6;1.4715;8.8292;9;0.012648;31;24;17;84;21;4;0;0;1P; ; ; ; ;1
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;33414190;510669;3258561345697;6;2.0915;12.549;7.2;0.011408;31;23;16;100;25;4;0;0;BF;BIO; ; ; ;#N/A
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VINS DE CEPAGE;33414200;658245;3258561330259;6;1.5325;9.1955;8;0.011904;31;24;16;100;25;4;0;0;BF; ;Vin du pays d'Oc cépage Cinsault;La bouteille 75cl;BELLE FRANCE;#N/A
LIQUIDES;VINS FINS;DEMIS BOUTEILLES-1/4 AOP;33414210;658369;3258561330235;12;1.1673;14.0079;8.5;0.013;25;26;20;70;14;5;0;0;BF; ; ; ; ;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;VINS DE CEPAGE;33414360;595421;3120581436023;6;1.1883;7.1303;7.1;0.011904;31;24;16;100;25;4;0;0;NAT; ;Vin d'Espagne Grenache Rosé;La bouteille 75cl;RESERVE DE ROUGEROY;1
LIQUIDES;VINS ROSES;PROVENCE ROSE/CORSE;33420020;614701;3760051309541;6;2.8872;17.3236;7.2;0.01023;15;31;22;100;25;4;0;0;NAT; ;Vin de France rosé;La bouteille 75cl;CÔTES DE PROVENCE;1
LIQUIDES;VINS ROSES;PROVENCE ROSE/CORSE;33420030;614503;3760051308704;6;2.8872;17.3236;7.1;0.01104;30;23;16;100;25;4;0;0;NAT; ;Côtes de Provence;La bouteille 75cl;LE JAS DE PARETTE 2017;1
LIQUIDES;VIN TABLE,PAYS & ETRANGER;BOUTEILLES 75CL.;33420450;647883;3260570400038;12;0.8831;10.5975;14;0.0405;27;50;30;50;10;5;0;0;NAT; ; ; ; ;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34130030;628545;3258561340326;6;1.8231;10.9386;7.6;0.013702;31;26;17;105;21;5;0;0;BF; ;Côte du Ventoux rouge 2015;La bouteille 75cl;BELLE FRANCE;1
LIQUIDES;VINS FINS;VIN SANS SULFITES;34130060;627109;3263810145270;6;3.9219;23.5319;7.7;0.014875;35;25;17;100;20;5;0;0;NAT; ;Côtes du Rhône Villages Sans Soufre Ajouté;La bouteille 75cl;DOMAINE LA GONTARDE 2016;1
LIQUIDES;VINS ROUGES;BOURGOGNE ROUGE;34130100;626903;3340778002828;6;9.587;57.5224;8.4;0.013702;31;26;17;80;16;5;0;0;NAT; ;Beaune;La bouteille 75cl;BLASON DE BOURGOGNE 2014;1
LIQUIDES;VINS ROUGES;BORDEAUX ROUGE AOP;34130110;656520;3303292500843;6;2.0704;12.4227;7.9;0.01104;30;23;16;100;25;4;0;0;NAT; ;Bordeaux;La bouteille 75 cl;CHÂTEAU TOUR LA VIERITE 2014;1
LIQUIDES;VINS ROUGES;VINS DU SUD OUEST;34130150;623363;3258561340470;6;1.4241;8.545;7.8;0.011136;29;24;16;100;25;4;0;0;BF; ;Bergerac AOC rouge;La bouteille 75cl;BELLE FRANCE;1
LIQUIDES;VINS FINS;DEMIS BOUTEILLES-1/4 AOP;34130250;655043;3175520019584;12;0.9368;11.2417;4.7;0.007429;19;23;17;144;24;6;0;0;NAT; ; ; ; ;#N/A
LIQUIDES;VINS ROUGES;BORDEAUX ROUGE AOP;34130300;622902;3262151637758;6;6.3545;38.1272;8.4;0.0128;32;25;16;125;25;5;0;0;NAT; ;Bordeaux Baron Philippe de Rothschild;La bouteille 75cl;MOUTON CADET 2015;1
LIQUIDES;VINS ROUGES;BORDEAUX SUPERIEUR;34130310;623041;3423290204250;6;2.2883;13.7301;7.4;0.01035;30;23;15;100;25;4;0;0;NAT; ;Bordeaux Supérieur;La bouteille 75cl;ROC DES CHEVALIERS 2017;1
LIQUIDES;VINS ROUGES;BORDEAUX ROUGE AOP;34130320;622886;3262151991751;6;3.1556;18.9341;8.4;0.0128;32;25;16;125;25;5;0;0;NAT; ;Bordeaux;La bouteille 75cl;BERGER BARON DE ROTHSCHILD 2016;#N/A
LIQUIDES;VINS ROUGES;BORDEAUX SUPERIEUR;34130350;648741;3760077981042;6;2.3862;14.3174;7.5;0.01152;30;24;16;100;25;4;0;0;NAT; ;Bordeaux Supérieur;La bouteille 75cl;CHÂTEAU HAUT FLORIN 2017;#N/A
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;34130500;613604;3331900010095;6;2.2336;13.4017;8;0.01152;30;24;16;105;21;5;0;0;NAT;BIO;Languedoc BIO Vignerons de la Vicomté;La bouteille 75cl;CHEMIN DES PRES 2017;1
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;34130540;505529;3760093622844;6;2.343;14.0585;7.8;0.011592;28;23;18;105;21;5;0;0;NAT;BIO;Costières de Nîmes BIO;La bouteille 75cl;CHATEAU TEULON AQUILON 2015;1
LIQUIDES;VINS ROUGES;VAL DE LOIRE ROUGE;34130570;625509;3541510103753;6;5.8292;34.9757;7.5;0.01152;16;30;24;104;13;8;0;0;NAT; ; ; ; ;1
LIQUIDES;VINS ROUGES;HAUT-MEDOC;34130590;649285;3295890203335;6;4.5756;27.4539;8;0.01035;30;23;15;100;25;4;0;0;NAT; ;Haut-Médoc;La bouteille 75cl;CHÂTEAU MOULIN DE LA BRIDANE 2014;1
LIQUIDES;VINS FINS;DEMIS BOUTEILLES-1/4 AOP;34130640;623025;3262151637376;12;3.1609;37.9314;9;0.0135;25;27;20;102;17;6;0;0;NAT; ;Bordeaux Rouge;La bouteille 37,5cl;MOUTON CADET 2015;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34130660;627083;3364610041455;6;15.7974;94.7845;8.4;0.0099;30;22;15;99;11;9;0;0;NAT; ; ; ; ;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34130670;627166;3500610116025;6;10.4586;62.7518;9;0.01125;30;25;15;100;25;4;0;0;NAT; ;Pessac-Léognan;La bouteille 75cl;LE DAUPHIN D'OLIVIER 2014;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34130680;607184;3450301151920;6;10.2407;61.4444;9;0.01023;31;22;15;80;10;8;0;0;NAT; ;Pessac-Léognan;La bouteille 75cl;LE DAUPHIN D'OLIVIER 2013;1
LIQUIDES;VINS ROUGES;SAINT EMILION;34130760;649368;3433330066946;6;3.9988;23.9929;7.5;0.00882;30;21;14;100;25;4;0;0;NAT; ;Lussac Saint-Emilion;La bouteille 75cl;CHÂTEAU VERDU 2014;1
LIQUIDES;VINS ROUGES;VAL DE LOIRE ROUGE;34130800;625426;3260570555646;6;3.1051;18.631;7.5;0.013175;31;25;17;105;21;5;0;0;1P; ;Chinon;La bouteille 75cl;LES TESANGERES;1
LIQUIDES;VINS ROUGES;VAL DE LOIRE ROUGE;34130840;625368;3149070030481;6;3.1051;18.631;7.5;0.01152;30;24;16;105;21;5;0;0;1P; ;Bougueil rouge;La bouteille 75cl;LEON PERROT 2016;1
LIQUIDES;VINS ROUGES;VAL DE LOIRE ROUGE;34130860;625384;3260570900071;6;1.2536;7.5218;7;0.012376;28;26;17;105;21;5;0;0;1P; ;Vin de pays rouge Loire;La bouteille 75cl;GAMAY L'ELEGANT;1
LIQUIDES;VINS ROUGES;MEDOC;34130870;502989;3433330049741;6;3.4862;20.9172;7.5;0.01035;30;23;15;100;25;4;0;0;NAT; ;Médoc;La bouteille 75cl;CHATEAU BELLEGRAVE 2015;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34130880;620005;3760093621724;6;5.284;31.7043;8;0.0092;23;25;16;105;21;5;0;0;NAT; ;Vacqueyras;La bouteille 75cl;DOMAINE LE MAS DU SUD 2016;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34130890;619825;3234783113023;6;4.903;29.418;8.2;0.013702;31;26;17;105;21;5;0;0;NAT; ;Crozes Hermitage;La bouteille 75cl;COMTE PALLATIN 2016;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34130910;619866;3760090910302;6;7.5724;45.4344;9;0.001188;18;33;2;80;10;8;0;0;NAT; ;Saint-Emilion Grand Cru Allégorie;La bouteille 75cl;CHÂTEAU PUYMOUTON 2012;1
LIQUIDES;VINS ROUGES;PESSAC LEOGNAN/GRAVES;34130940;650325;3770001514000;6;3.2146;19.2878;7.2;0.0108;15;30;24;96;12;8;0;0;NAT; ;Graves Sélection Pouteau Meilleur Sommelier du Monde;La bouteille 75cl;CHÂTEAU BALAURIN 2017;1
LIQUIDES;VINS ROUGES;SAINT EMILION;34130960;606921;3303292708713;6;4.7398;28.4391;7.9;0.01035;30;23;15;100;25;4;0;0;NAT; ;Saint-Georges Saint-Emilion;La bouteille 75cl;CHÂTEAU MACQUIN 2016;1
LIQUIDES;VINS ROUGES;VINS DU SUD OUEST;34131100;622506;3272590069140;6;1.6894;10.1365;6.8;0.011904;31;24;16;100;25;4;0;0;NAT; ;Gaillac rouge;La bouteille 75cl;LES 3 ORMEAUX;#N/A
LIQUIDES;VINS ROUGES;CANON FRONSAC;34131250;631143;3348008834911;6;3.8788;23.2729;7.5;0.01104;30;23;16;84;21;4;0;0;NAT; ;Canon Fronsac;La bouteille 75cl;CHÂTEAU MOULIN BELLEVUE 2014;1
LIQUIDES;VINS ROUGES;CANON FRONSAC;34131270;631184;3523153420169;6;5.4366;32.62;9.4;0.014586;17;33;26;80;10;8;0;0;NAT; ;Fronsac;La bouteille 75cl;LES TOURS DE LA RIVIERE 2016;1
LIQUIDES;VINS ROUGES;MEDOC;34131280;648865;3182520272772;6;3.4325;20.5951;7.9;0.01152;30;24;16;100;25;4;0;0;NAT; ;Médoc;La bouteille 75cl;CHATEAU LE VIEUX ROUDEY 2016;#N/A
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34131330;607267;3450301146384;6;7.0818;42.4913;10;0.01023;31;22;15;80;5;16;0;0;NAT; ;Médoc;La bouteille 75cl;CHAPELLE DE POTENSAC 2013;1
LIQUIDES;VINS ROUGES;LANGUEDOC ROUSILLON ROUGE;34131350;619429;3298020811950;6;2.8872;17.3236;7.5;0.01035;30;23;15;100;25;4;0;0;NAT; ;Languedoc-La Clape;La bouteille 75cl;DOMAINE MARMORIERES 2015;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34131360;607002;3292144696134;6;10.3502;62.1012;7.5;0.01104;30;23;16;100;25;4;0;0;NAT; ;Saint-Julien;La bouteille 75cl;CHÂTEAU TERREY-GROS-CAILLOUX 2013;1
LIQUIDES;VINS ROUGES;BOURGOGNE ROUGE;34131410;616409;3443200002608;6;2.8325;16.9952;8.4;0.013702;31;26;17;100;20;5;0;0;NAT; ;Blason de Bourgogne;La bouteille 75cl;MÂCON 2016;1
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;34131500;501643;3258561345413;6;2.8304;16.9826;7.4;0.011136;29;24;16;105;21;5;0;0;BF;BIO; ; ; ;1
LIQUIDES;VINS ROUGES;VINS DU SUD OUEST;34131600;619668;3258561340432;6;2.0304;12.1827;7.41;0.011904;31;24;16;120;24;5;0;0;BF; ;Cahors élevé en fûts de chêne 2015;La bouteille 75cl;BELLE FRANCE;#N/A
LIQUIDES;VINS ROUGES;BORDEAUX ROUGE AOP;34131750;615005;3180280413534;6;3.2556;19.5341;7.65;0.01035;23;30;15;120;24;5;0;0;NAT; ;Bordeaux;La bouteille 75cl;MALESAN 2016;#N/A
LIQUIDES;VINS ROUGES;BORDEAUX ROUGE AOP;34131800;657866;3423290193660;6;2.6146;15.6879;8;0.011904;31;24;16;100;25;4;0;0;NAT; ;Bordeaux Réserve;La bouteille 75cl;MISSION ST VINCENT 2015;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34131810;615302;3760220611161;6;10.187;61.1223;8.3;0.01152;30;24;16;100;25;4;0;0;NAT; ;Saint-Emilion Grand Cru;La bouteille 75cl;CHÂTEAU MARTINET 2014;1
LIQUIDES;VINS ROUGES;HAUT-MEDOC;34131860;657783;3423290194841;6;3.4325;20.5951;8;0.011904;31;24;16;100;25;4;0;0;NAT; ;Haut-Médoc;La bouteille 75cl;PAVILLON LA TOURELLE 2011;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34131910;657924;3760088861579;6;2.8778;17.2668;8.4;0.01326;30;26;17;95;19;5;0;0;NAT; ;Côtes du Rhône Villages;La bouteille 75cl;LE CHEMIN DES OLIVIERS 2016;1
LIQUIDES;VINS ROUGES;BORDEAUX ROUGE AOP;34131990;619106;3662312003505;6;2.8472;17.0836;7.5;0.02208;32;30;23;100;25;4;0;0;NAT; ;Bordeaux;La bouteille 75cl;LEO DE LA GAFFELIERE 2012;1
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;34132000;620443;3231230217754;6;2.7788;16.6731;7.5;0.011408;31;16;23;100;25;4;0;0;NAT;BIO;Buzet Rouge BIO;La bouteille 75cl;LES VIGNES D'HENRY 2015;1
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;34132050;620906;3380330003054;6;2.8325;16.9952;7.5;0.010752;32;24;14;100;25;4;0;0;NAT;BIO;Côtes de Bordeaux Blaye BIO;La bouteille 75cl;CHÂTEAU ROUFITE 2014;1
LIQUIDES;VINS FINS;GAMME CAVE A VINS;34132070;607283;3450301141693;6;9.7512;58.5077;9;0.01023;31;22;15;80;10;8;0;0;NAT; ;Haut-Médoc;La bouteille 75cl;LES ALLEES DE CANTEMERLE 2014;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34132240;620328;3760088860565;6;2.3967;14.3806;8.4;0.01275;30;25;17;105;21;5;0;0;NAT; ;Côtes du Rhône;La bouteille 75 cl;-;1
LIQUIDES;VINS ROUGES;SAINT EMILION;34132270;636506;3258561330945;6;3.7198;22.3193;7.45;0.011904;31;24;16;100;25;4;0;0;BF; ;Lussac Saint-Emilion rouge 2014;La bouteille 75cl;SELECTION BELLE FRANCE;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34132300;626689;3179077542397;6;1.9136;11.4817;7.5;0.012844;26;26;19;96;16;6;0;0;NAT; ;Grignan-Les-Adhémar;La bouteille 75cl;CELLIER DES DAUPHINS 2016;#N/A
LIQUIDES;VINS ROUGES;COTES DU RHONE;34132330;650028;3760096262009;6;3.3777;20.2667;9;0.01152;30;24;16;95;19;5;0;0;NAT; ;Côtes du Rhône Villages;La bouteille 75cl;SAINT-MAURICE 2016;1
LIQUIDES;VINS ROUGES;COTES DU RHONE;34132340;630962;3262850030522;6;2.4893;14.9363;8.3;0.01275;30;25;17;105;21;5;0;0;NAT; ;Côtes du Rhône;La bouteille 75cl;ECLAT DU RHÔNE 2016;#N/A
LIQUIDES;VINS FINS;VIN ISSU DE L'AGRICULTURE BIOLOGIQUE;34132460;623561;3760093630931;6;6.9724;41.8345;8.3;0.011136;29;24;16;105;21;5;0;0;NAT;BIO;Saint-Joseph BIO;La bouteille 75cl;Vendanges Préservées 2014;1
LIQUIDES;VINS ROUGES;SAINT EMILION;34132530;618488;3295890217059;6;9.4786;56.8719;8.2;0.01395;9;50;31;80;5;16;0;0;NAT; ;Saint-Emilion Grand Cru;La bouteille 75cl;LES CHARMES DE GRAND CORBIN 2012;1
LIQUIDES;VINS ROUGES;MEDOC;34132540;618322;3258561340050;6;2.7525;16.5152;7.8;0.011904;31;24;16;100;25;4;0;0;BF; ;Médoc 2016;La bouteille 75cl;BELLE FRANCE;1
