RAYON;Famille;nom_categorie;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;profondeur;Hauteur;Longueur;Largeur;NB carton/palette;Nb de cartons par couche;Nb de couche par palette;DLV Theorique;DLV Garantie;BF;BIO;nom;Conditionnement;marque;etat
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21714500;472308;3258565210434;12;0.9073;10.888;12;0.0144;12;40;30;72;6;12;360;120;1P; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21714710;541342;3017800199428;12;1.0725;12.8711;6;0.008505;9;35;27;144;12;12;360;120;NAT;BIO;Flageolets BIO;La boîte 265g;D'AUCY;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21722900;480806;3258561211343;12;0.4073;4.8882;6;0.007843;11;31;23;156;12;13;360;120;BF; ;Haricots blancs au naturel;La boite 265g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21723030;480848;3258561211329;12;0.6999;8.3997;12;0.01476;12;41;30;84;7;12;360;120;BF; ;Haricots blancs;La boite 530g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21723050;480905;3258561211381;12;0.4441;5.3303;6;0.00759;11;30;23;156;12;13;360;252;BF; ;Haricots blancs à la tomate;La boite 400g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21723060;480921;3258561211367;12;0.7515;9.0186;12.2;0.015252;12;41;31;84;7;12;360;252;BF; ;Haricots blancs à la tomate;La boite 800g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES RECTANGLE;21723150;480988;3083680613583;16;1.1389;18.2226;8.5;0.009632;7;43;32;126;6;21;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21735900;480863;3030212301111;12;1.4525;17.431;11.2;0.01476;12;41;30;72;6;12;360;120;1P; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21745020;486068;3258561211985;12;0.601;7.2124;6;0.00819;9;35;26;144;9;16;360;120;BF; ;Salsifis;La boite 400g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21745040;486100;3258561211992;12;1.0504;12.6059;12;0.015252;12;41;31;72;6;12;360;120;BF; ;Salsifis;La boite 500g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21746110;480608;3017800078884;12;0.8894;10.6733;6;0.00875;10;35;25;144;9;16;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21746120;480624;3017800055328;12;1.5683;18.8204;12;0.01476;12;41;30;84;7;12;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21751400;491746;3258561211947;12;0.4641;5.5703;5.8;0.00819;9;35;26;144;9;16;360;120;BF; ;Epinards hachés;La boite 395g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21751420;491787;3258561211640;12;0.7757;9.3091;11.2;0.01476;12;41;30;72;6;12;360;120;BF; ;Epinards hachés;La boite 795g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21751500;491902;3258561211961;12;0.4589;5.5072;5.8;0.00819;9;35;26;144;9;16;360;120;BF; ;Epinards en branches;La boite 265g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21751520;491944;3258561211978;12;0.7283;8.7407;11.2;0.01476;12;41;30;72;6;12;360;120;BF; ;Epinards en branches;La boite 530g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21765950;493429;3258561211701;12;0.4831;5.7977;5.8;0.00819;9;35;26;144;9;16;360;120;BF; ;Choux de Bruxelles;La boite 400g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21766150;490169;3017800078877;12;0.6694;8.0334;6;0.00819;9;35;26;144;9;16;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21766160;490185;3017800006597;12;1.1452;13.7427;12;0.01476;12;41;30;84;7;12;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21777000;490508;3258561211893;12;0.7189;8.6271;12;0.0156;13;40;30;72;6;12;360;252;BF; ;Pommes de terre;La boite 530g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780030;496885;3258561211954;8;1.0231;8.185;6;0.00864;8;40;27;144;8;18;360;120;BF; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780040;496869;3258561211930;6;0.6136;3.6819;3.4;0.00819;9;35;26;210;21;10;360;120;BF; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780050;496901;3258561211756;12;0.3894;4.6735;5;0.00819;9;35;26;144;9;16;360;252;BF; ;Maïs doux;La boite 285g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780100;496083;3254474014378;8;1.5873;12.6985;5;0.0162;15;40;27;154;14;11;360;120;NAT; ;Maïs Extra Croquant;Le lot 3 boites x 140g;GEANT VERT;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780120;496026;3023082560016;12;0.762;9.1449;4.8;0.00819;9;35;26;108;9;12;360;120;NAT; ;Maïs Extra Tendre;La boîte 285g;GEANT VERT;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780127;771022;3254474014361;8;1.5873;12.6985;5;0.0162;15;40;27;154;14;11;360;120;NAT; ;Maïs Ultra Tendre;Le lot 3 boîtes x 140g;GEANT VERT;1
EPICERIE;PLATS CUISINÉS;LES PRODUITS DU TERROIR;21780210;496380;3760006756611;6;2.6841;16.1047;6;0.01512;14;27;40;64;8;8;360;120;NAT; ;Haricots cuisinés à la graisse de canard;Le bocal 780g;TRADITION DU LAURAGAIS;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780250;496307;3023082500012;12;0.762;9.1449;4.8;0.00819;9;35;26;108;9;12;360;120;NAT; ;Maïs Extra Croquant;La boîte 285g;GEANT VERT;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780360;495408;3255691001219;12;1.4115;16.9384;4.4;0.006776;11;22;28;168;14;12;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780380;461848;3255691003466;12;1.4799;17.7594;4.2;0.005292;9;28;21;168;14;12;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780400;495648;3254474018758;12;2.3851;28.6223;6;0.008928;12;31;24;132;12;11;360;120;NAT; ;Coeurs d'artichauts;La boîte 240g;GEANT VERT;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780410;495663;3254474018697;12;2.3851;28.6223;6;0.0108;15;30;24;132;12;11;360;120;NAT; ;Fonds d'artichauts;La boîte 210g;GEANT VERT;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES RECTANGLE;21780500;495887;3083681093926;16;2.0336;32.5379;8;0.009632;7;43;32;126;6;21;360;120;NAT; ; ; ; ;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES RECTANGLE;21780510;495903;3083681095296;16;2.0957;33.5316;8;0.009632;7;43;32;126;6;21;360;120;NAT; ;Ratatouille cuisinée à la provençale;La boite 375 g;BONDUELLE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780540;496281;3069532201009;12;0.462;5.545;5.2;0.012;15;40;20;144;12;12;360;120;NAT; ;Ratatouille à la Provençale aux Légumes Frais;La boîte 375g;BARBIER DAUPHIN;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780550;496422;3069532221007;12;0.8368;10.0418;13;0.0192;12;40;40;72;6;12;360;120;NAT; ;Ratatouille à la Provençale aux légumes frais;La boîte 750g;BARBIER DAUPHIN;1
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES RECTANGLE;21780560;495523;3083680901024;12;1.4041;16.85;3;0.004;5;32;25;180;10;18;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780590;496182;3303150720628;24;1.1641;27.9402;13.5;0.016399;23;31;23;72;12;6;360;120;1P; ;Coeurs de palmier;La boîte 400g;WINNY;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780710;496141;3255691007204;6;1.6736;10.0418;3.7;0.004928;14;22;16;240;24;10;360;120;NAT; ;Coeurs de palmiers extra-fins;Le bocal 210g;ROCHEFONTAINE;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21780730;495069;3255691008324;6;1.9125;11.4754;6;0.009216;12;32;24;144;12;12;360;120;NAT;BIO;Coeurs de Palmiers BIO;La boîte 220g;ROCHEFONTAINE;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780800;498501;22314030221;12;2.082;24.9845;4.5;0.009396;9;29;36;54;9;6;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES BOCAUX DE LEGUMES;21780820;498543;22314020161;12;5.0545;60.655;4.35;0.00702;15;26;18;162;18;9;360;120;NAT; ;Délices du Châtaignier entières à sec sous vide;Le bocal 420g;MINERVE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780850;495044;3558370000115;6;2.8546;17.1279;4.35;0.00702;15;26;18;162;18;9;360;120;NAT;BIO;Délices du Châtaignier entières à sec sous vide;Le bocal 420g;MINERVE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780920;499749;3558370000764;6;3.0367;18.2205;5.4;0.008064;12;32;21;144;12;12;360;120;NAT; ;Marrons Cuits BIO;La boîte 561g;ROGER DESCOURS;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21780930;499764;3471321042005;6;3.1556;18.9341;4.35;0.00702;15;26;18;162;18;9;360;120;NAT; ;Délices du Châtaignier entières à sec sous vide;Le bocal 420g;MINERVE;1
EPICERIE;CONSERVES DE LÉGUMES;LES MACÉDOINES & GARNITURES DE LÉGUMES;21780990;495440;3017800006481;12;1.1452;13.7427;12;0.01476;12;41;30;84;7;12;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES RECTANGLE;21781130;464982;3083681029994;6;2.3009;13.8059;3;0.003696;7;24;22;315;15;21;360;120;NAT; ;Tajine de légumes grillés coriandre & raisins secs;La boîte 375g;CASSEGRAIN;1
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES RECTANGLE;21781150;496042;3083680613576;16;1.1652;18.6436;8;0.009632;7;43;32;126;6;21;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21781200;496000;3478820023757;6;1.7104;10.2628;3.8;0.004212;9;26;18;247;19;13;300;240;NAT;BIO;Lentilles cuisinées aux petits légumes;Le bocal 400g;JARDIN BIO';1
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES 1X4 EN LOTS;21781340;496448;3258561211725;8;0.8136;6.5092;6.2;0.01189;10;41;29;144;9;16;360;120;BF; ;Maïs doux en grain;Le lot 3 boitesx140g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21781520;483123;3258561211534;12;0.3947;4.7367;6.2;0.00759;11;30;23;156;12;13;360;120;BF; ;Lentilles cuisinées;La boite 410g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21781540;483149;3258561211510;12;0.7705;9.246;12;0.015252;12;41;31;84;7;12;360;120;BF; ;Lentilles cuisinées;La boite 820g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES CAROTTES & PETITS POIS/CAROTTES;21781620;483842;3258561211411;12;0.442;5.3051;5.8;0.00819;9;35;26;144;9;16;360;120;BF; ;Carottes extra fines;La boite 265g;BELLE FRANCE;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES CAROTTES & PETITS POIS/CAROTTES;21781640;483883;3258561211879;12;0.6757;8.1092;11.8;0.01392;12;40;29;72;6;12;360;120;BF; ;Carottes extra fines;La boite 530g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21781700;483909;3255691001844;12;1.9283;23.1403;6.3;0.00897;13;30;23;120;12;10;360;120;NAT; ;Coeurs de palmiers;La boîte 220g;COMTE DE LA CHARNAYE;1
EPICERIE;CUISINE DU MONDE;LA CUISINE CHINOISE;21782000;495804;4002359206306;12;0.882;10.5849;3;0.008294;13;29;22;143;13;11;360;120;NAT; ;Pousse de Haricot Mungo;Le bocal 350g;SUZI WAN;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21782600;495283;3258561211275;12;0.4336;5.204;6;0.00819;9;35;26;144;9;16;360;120;BF; ;Haricots rouges;La boite 250g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21782610;495309;3258561211299;12;0.7557;9.0692;12;0.016523;13;41;31;84;7;12;360;120;BF; ;Haricots rouges;La boite 800g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES HARICOTS;21783400;483560;5000157024671;12;0.6884;8.2608;8;0.010488;12;38;23;132;11;12;360;120;NAT; ;Haricots blancs à la tomate Baked Beans;La boîte 415g;HEINZ;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21783610;495226;3255691008256;6;1.3378;8.0271;6;0.010584;18;28;21;240;20;12;360;120;NAT;BIO;Pois Chiches au naturel BIO;Le bocal 215g;ROCHEFONTAINE;#N/A
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21783800;496927;3258561211473;12;0.7305;8.766;5.1;0.00819;9;35;26;144;9;16;360;120;BF;BIO; ; ; ;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21783820;483305;3083680996082;12;1.2157;14.589;6;0.008036;7;41;28;144;8;18;360;120;NAT;BIO;Maïs BIO;Le lot 2 boîtes x 280g;BONDUELLE;1
EPICERIE;CONSERVES DE LÉGUMES;LES LEGUMES CRUDITÉS;21783830;483321;3083680996136;12;0.9104;10.9259;6;0.00819;9;35;26;144;9;16;360;120;NAT;BIO;Maïs BIO sans sucres ajoutés;La boîte 285g;BONDUELLE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21783840;480541;3083681085990;12;0.7483;8.9807;4.8;0.00819;9;35;26;144;9;16;360;120;NAT; ;Haricots Rouges cuits dans très peu de jus;La boîte 250g;BONDUELLE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21783850;480566;3083681085860;12;0.7483;8.9807;4.8;0.00819;9;35;26;144;9;16;360;120;NAT; ;Pois chiches cuits dans très peu de jus;La boîte 265g;BONDUELLE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21783860;480582;3083681085891;12;0.7483;8.9807;4.8;0.00819;9;35;26;144;9;16;360;120;NAT; ;Lentilles cuites dans très peu de jus;La boite 265g;BONDUELLE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21784000;482505;3021690201123;12;1.042;12.5048;6.2;0.007018;11;29;22;144;12;12;360;120;NAT; ;Lentilles à l'Auvergnate;La boite 410g;RAYNAL ET ROQUELAURE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21784020;536680;3021690201116;12;1.5662;18.7952;11.2;0.015252;12;41;31;72;6;12;360;120;NAT; ;Lentilles cuisinées à l'Auvergnate;Le lot 2 boîtes x 820g;RAYNAL & ROQUELAURE;1
EPICERIE;CONSERVES DE LÉGUMES;LES BOITES 1X4 EN LOTS;21784040;537985;3021690022117;12;1.2083;14.5006;5.2;0.016;10;40;40;114;6;19;360;120;NAT; ;Lentilles cuisinées à l'Auvergnate;Le lot 2 boîtes x 200g;RAYNAL & ROQUELAURE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21787100;483701;3258561211541;12;0.381;4.5724;6;0.00819;9;35;26;144;9;16;360;252;BF; ;Pois chiches;La boite 265g;BELLE FRANCE;1
EPICERIE;CONSERVES DE LÉGUMES;LES AUTRES LÉGUMES;21787120;483727;3258561211558;12;0.6294;7.5534;12;0.015252;12;41;31;84;7;12;360;252;BF; ;Pois chiches;La boite 530g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22113500;517185;3329150290695;12;0.6662;7.9955;3;0.00273;7;30;13;456;24;19;0;0;NAT; ;Sardines à la Harissa;La boîte 125g;LE PHARE DU CAP BON;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22113700;510503;3263670111330;12;2.4578;29.4938;2.6;0.00441;7;30;21;240;12;20;360;120;NAT; ;Les petites Sardines à l'Huile d'Olive vierge extra;Le lot 3 boîtes x 55g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22113750;506626;3263670012347;12;1.7683;21.2204;2.1;0.00432;12;30;12;405;27;15;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22113820;507244;3263670113815;15;1.2904;19.3573;2.15;0.002002;7;26;11;345;23;15;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22113840;507368;3263670016628;12;1.6462;19.7551;2;0.003072;8;32;12;345;23;15;360;120;NAT; ;Sardine à l'Huile d'Olive Label Rouge;La boîte 135g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22114000;507301;3019081238209;12;1.6462;19.7551;2;0.0033;10;30;11;250;25;10;360;120;NAT; ;Les Petites Sardines à l'Huile d'Olive Vierge Extra;La boîte 150g;CONSERVERIE PARMENTIER;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22114010;517649;3019081238650;24;1.0683;25.6413;4.2;0.0069;10;30;23;192;12;16;360;120;NAT; ;Sardines à l'Huile d'olive & Piment;La boîte 135g;CONSERVERIE PARMENTIER;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22114030;521641;3019081239558;12;1.7715;21.2583;1.9;0.002673;9;27;11;364;28;13;360;120;NAT; ;Sardines Duo Mer & Terre Jambon cru fumé Italien;La boîte 135g;PARMENTIER;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22114040;521666;3019081239565;12;1.7715;21.2583;1.9;0.002376;8;27;11;364;28;13;360;120;NAT; ;Sardines Duo Mer & Terre Chorizo;La boîte 135g;PARMENTIER;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22114500;503045;3258561220024;16;0.7305;11.688;3.5;0.010608;13;34;24;270;27;10;360;252;BF; ;Sardines a l'huile d'olive;La boîte 135g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22114510;499863;3258563220114;16;0.9568;15.309;2.8;0.003744;8;36;13;270;18;15;360;120;BF; ;Sardines à l'huile d'olive;La boîte 135g;LES DELICES DE BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22120820;507483;3263670141016;12;1.2704;15.2458;1.6;0.001936;11;22;8;360;30;12;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22120900;507145;3263670131130;12;2.3378;28.0539;3;0.0042;7;30;20;240;12;20;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22120940;507186;3263670013320;15;1.2904;19.3573;10.3;0.0132;15;40;22;72;9;8;360;120;NAT; ;Sardines à l'Ancienne à l'Huile d'Arachide;Le lot 2 boîtes x 115g + 20% GRATUIT;CONNETABLE;#N/A
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22121400;503003;3258561220048;16;0.642;10.2733;3;0.003744;8;36;13;270;18;15;360;252;BF; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22121410;503029;3258561220062;12;1.5157;18.1889;2.8;0.005544;8;33;21;247;19;13;360;120;BF; ;Sardines à l'huile de Tournesol;Le lot 3 boîtes x 69g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22130100;503086;3258561220093;16;0.6199;9.9196;3.5;0.007344;9;34;24;270;27;10;360;252;BF; ;Sardines à la sauce tomate;La boîte 135g;BELLE FRANCE;#N/A
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22130110;503060;3258561220116;12;1.3978;16.7742;2;0.005082;11;33;14;247;19;13;360;120;BF; ;Sardines à la tomate;Le lot 3 boîtes x 69g;BELLE FRANCE;#N/A
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22130130;507509;3263670123616;15;1.2915;19.3731;2.2;0.002816;11;32;8;345;23;15;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146100;506600;3263670012323;15;1.2904;19.3573;10.2;0.015744;16;41;24;72;9;8;360;120;NAT; ;Sardines à l'huile d'olive vierge extra au citron;Le lot 2 boîtes x 115g + 20% GRATUIT;CONNETABLE;#N/A
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146140;506907;3263670128215;12;0.8452;10.1428;2.6;0.003627;9;31;13;315;21;15;360;120;NAT; ;Sardines généreuses marinade citron-basilic;La boîte 140g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146170;512384;3263670123517;15;1.2957;19.4362;2.2;0.003072;8;32;12;345;23;15;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146180;510461;3165950217230;15;1.6483;24.7255;2;0.002;10;20;10;406;29;14;360;120;NAT; ;Filets de Sardines 2 piments & pointe de citron;La boîte 100g;SAUPIQUET;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146190;510487;3165950217216;15;1.6483;24.7255;2;0.002;10;20;10;406;29;14;360;120;NAT; ;Filets de Sardines Façon Tapenade;La boîte 100g;SAUPIQUET;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146230;506865;3165957822017;15;1.2357;18.5362;1.965;0.003146;11;26;11;406;29;14;330;120;NAT; ;Filets de sardines à l'huile d'olive;La boîte 100g;SAUPIQUET;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146250;506667;3165950049015;15;1.2357;18.5362;1.965;0.002376;8;27;11;406;29;14;360;120;NAT; ;Filets de sardines marinées au citron;La boîte 100g;SAUPIQUET;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146350;506501;3258561220185;14;0.8841;12.3785;1.7;0.002288;8;26;11;360;30;12;360;120;BF; ;Filets de sardines à l'huile d'olive;La boîte 100g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146360;506725;3258561220208;14;0.8283;11.5975;1.78;0.002496;8;26;12;360;30;12;360;120;BF; ;Filets de sardines à la sauce tomate;La boîte 100g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146400;503128;3258561220161;16;0.6589;10.5428;3.5;0.00792;10;33;24;270;18;15;360;252;BF; ;Sardines au citron;La boîte 135g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146420;503169;3258561220147;16;0.6652;10.6438;2.5;0.0066;8;33;25;270;15;18;360;252;BF; ;Sardines pimentées;La boîte 135g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146430;500405;3258561220222;14;0.862;12.0691;1.7;0.002288;8;26;11;360;30;12;360;120;BF; ;Filets de Sardines Citron et Basilic;La boîte 100g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES SARDINES;22146640;507525;3263670162219;12;1.1147;13.3764;2;0.002816;11;32;8;345;23;15;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES THONS BLANCS;22210630;512285;3263670043433;14;2.0778;29.0896;3;0.004;10;25;16;260;20;13;360;120;NAT; ;Thon blanc au Naturel;La boîte 112g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS BLANCS;22210700;512566;3263670041224;14;1.1189;15.6647;1.6;0.002058;7;21;14;493;29;17;360;120;NAT; ;Thon blanc a l'huile d'olive;La boîte 83g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS BLANCS;22210720;512582;3263670041422;14;2.122;29.7085;3;0.0045;10;25;18;260;20;13;360;120;NAT; ;Thon blanc à l'huile d'olive vierge extra;La boîte 160 g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22210730;509646;3019081238353;24;2.4388;58.5329;4.6;0.00728;8;35;26;144;9;16;360;120;NAT; ;Thon blanc huile d'Olive vierge extra;La boîte 160g;PETIT NAVIRE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22210750;512608;3263670311419;14;0.8452;11.8333;1.5;0.002058;7;21;14;493;29;17;360;120;NAT; ;Emietté de thon au piment;La boîte 80g;CONNETABLE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22210760;512624;3263670311211;14;0.8452;11.8333;1.5;0.002352;8;21;14;493;29;17;360;120;NAT; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22210770;501320;3263670344615;12;1.4936;17.9236;2.5;0.004104;8;27;19;240;16;15;360;120;NAT; ;Thon sauce Tomate Provençale;La boîte 160g;LE SAVOUREUX;1
EPICERIE;CONSERVES DE POISSONS;LES THONS BLANCS;22210900;512665;3258563220022;10;1.642;16.4205;1.4;0.006;5;40;30;275;11;25;360;120;BF; ;Thon blanc au naturel;La boîte 112g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS BLANCS;22210910;506980;3258563220046;10;1.6483;16.4837;2.2;0.002924;4;43;17;275;11;25;360;120;BF; ; ; ; ;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22220110;517268;3258561221182;12;0.7989;9.587;2.4;0.003536;4;34;26;288;9;32;360;120;BF; ;Thon entier à l'huile de tournesol;La boîte 160g;BELLE FRANCE;#N/A
EPICERIE;CONSERVES DE POISSONS;LES THONS;22220120;517284;3258561221199;12;0.8526;10.2312;4;0.00648;9;30;24;280;14;20;360;120;BF; ;Thon entier à l'huile de tournesol;Le lot 2x80g;BELLE FRANCE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22220220;517482;3019082066016;24;2.9093;69.8252;10;0.01458;15;36;27;72;9;8;360;120;NAT; ;Thon Entier au Naturel;Le lot 2 boîtes x 112g;PETIT NAVIRE;1
EPICERIE;CONSERVES DE POISSONS;LES THONS;22220470;520080;3019081236090;24;1.5389;36.9336;4.9;0.00665;7;38;25;144;9;16;360;120;NAT; ;Thon entier à l'huile de tournesol;La boîte 160g;PETIT NAVIRE;1
