nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
PRODUITS FRAIS;Compote fruit;-;Compote pomme vanille ;Le pack 4 x 100g;ANDROS;NAT; ;44800120;938266;3045320080216;12;1.0326;12.3912;5.3;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Compote Pommes Framboises Sans Sucres Ajoutés;Le pack 4 pots x 100g;CHARLES & ALICE;NAT; ;44801390;530121;3297760097051;12;1.0441;12.5292;5.2;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Pommes/Bananes/Vanille Sans Sucres Ajoutés;Le pack 4 pots x 97g;CHARLES & ALICE;NAT; ;44801330;503607;3297760097969;12;1.1189;13.4268;5.056;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Pommes/Kiwis Sans Sucres Ajoutés;Le pack 4 pots x 97g;CHARLES & ALICE;NAT; ;44801180;503664;3297760097976;12;1.1378;13.6536;5.056;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Pots de compotes pomme morceaux x4;4x100g;ANDROS;NAT; ;44801120;938423;3045320082135;12;1.1452;13.7424;5.3;10;40;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Pommes/Passion Sans Sucres Ajoutés;Le pack 4 pots x 97g;CHARLES & ALICE;NAT; ;44801170;503680;3297760097327;12;1.1862;14.2344;5.056;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Pommes/Myrtilles Sans Sucres Ajoutés;Le pack 4 pots x 97g;CHARLES & ALICE;NAT; ;44801340;503581;3297760097990;12;1.1862;14.2344;5.056;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Pommes/Cerises Sans Sucres Ajoutés;Le pack 4 pots x 97g;CHARLES & ALICE;NAT; ;44801370;503565;3297760097280;12;1.1862;14.2344;5.056;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Délice de Pêche;Le pack 4 pots x 100g;ANDROS;NAT; ;44801250;948828;3608580796312;10;1.2683;12.683;4.924;20;38;16;0.012;15;9;135;35;25;1
PRODUITS FRAIS;Compote fruit;-;Délice de Rhubarbe;Le pack 4 pots x 100g;ANDROS;NAT; ;44801260;948885;3608580707097;10;1.2936;12.936;4.924;20;38;16;0.012;15;9;135;35;25;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme nature;Le pack 8 pots x 100g;ANDROS;NAT; ;44800100;938001;3608580784517;6;1.3536;8.1216;4.8;10;41;27;0.011;9;16;144;50;35;1
PRODUITS FRAIS;Compote fruit;-;Délice d'Abricot;Le pack 4 pots x 100g;ANDROS;NAT; ;44801270;960542;3608580796350;10;1.4104;14.104;4.924;20;38;16;0.012;15;9;135;35;25;1
PRODUITS FRAIS;Compote fruit;-;Mousse citron Sensation Fondante;Le pack 2 pots x 80g;ANDROS;NAT; ;44801410;938308;3608580910312;6;1.4304;8.5824;1.124;7;30;30;0.006;13;23;299;21;16;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Cerise avec Morceaux Sans Sucres Ajoutés;La pack 4 pots x 97g;ANDROS;NAT; ;44802200;833269;3608580788522;5;1.4399;7.1995;2.13;7;30;30;0.006;13;23;299;35;25;1
PRODUITS FRAIS;Compote fruit;-;Mousse châtaigne Sensation Fondante;Le pack 2 pots x 90g;ANDROS;NAT; ;44801400;938282;3608580910336;6;1.4957;8.9742;1.244;7;30;30;0.006;13;23;299;21;16;1
PRODUITS FRAIS;Compote fruit;-;Compotes BIO Pommes et Châtaignes;Le pack 4 pots x 100g;CHARLES & ALICE;NAT;BIO;44801380;530063;3297760094036;12;1.5041;18.0492;4.96;10;39;26;0.01;14;9;126;70;50;1
PRODUITS FRAIS;Compote fruit;-;Mousse passion Sensation Fondante;Le pack 2 pots x 80g;ANDROS;NAT; ;44801420;938324;3608580910329;6;1.5346;9.2076;1.124;7;30;30;0.006;13;23;299;21;16;1
PRODUITS FRAIS;Compote fruit;-;Délice à la Cerise;Le pack 4 pots x 100g;ANDROS;NAT; ;44801290;829747;3608580796404;10;1.5452;15.452;2.685;10;40;27;0.011;19;9;171;35;25;1
PRODUITS FRAIS;Compote fruit;-;Compote de pomme nature sans sucre;Compote de pomme nature sans sucre-ANDROS-8x100g;ANDROS;NAT; ;44801090;541920;3608580792703;6;1.5767;9.4602;5.253;10;40;27;0.011;9;16;144;40;28;1
PRODUITS FRAIS;Compote fruit;-;Compotée Pêches & Abricots délicate Verveine;Le pack 2 pots x 130g;BONNE MAMAN;NAT; ;44801470;938449;3608580931584;6;1.6588;9.9528;2.696;8;26;26;0.005;18;16;288;35;30;1
PRODUITS FRAIS;Compote fruit;-;Dessert Fruitier Mangue avec Morceaux Sans Sucres Ajoutés;Le pack 4 pots x 97g;ANDROS;NAT; ;44802210;833368;3608580857310;5;1.7894;8.947;2.13;7;30;30;0.006;13;23;299;35;25;1
PRODUITS FRAIS;Compote fruit;-;Compotée Ananas au Rhum pointe de Vanille Naturelle;Le pack 2 pots x 130g;BONNE MAMAN;NAT; ;44801450;938365;3608580931591;6;1.8241;10.9446;2.696;8;26;26;0.005;18;16;288;35;30;1
PRODUITS FRAIS;Compote fruit;-;Compotée Fraises & Framboises subtile Fleur de Sureau;Le pack 2 pots x 130g;BONNE MAMAN;NAT; ;44801460;938407;3608580931546;6;1.8241;10.9446;2.696;8;26;26;0.005;18;16;288;35;30;1
PRODUITS FRAIS;Compote fruit;-;Dessert fruitier pomme nature;Le pack 12 pots x 100g;ANDROS;NAT; ;44800080;591909;3045320077636;4;1.9262;7.7048;5.248;11;40;27;0.012;16;9;144;50;35;1
PRODUITS FRAIS;Crème dessert longue conservation;-;Crème dessert chocolat x4;Le pack 4 x 125g;ELLE & VIRE;NAT; ;42269700;689000;3161910326929;12;0.921;11.052;6.5;7;40;26;0.007;6;12;72;100;50;1
PRODUITS FRAIS;Crème dessert longue conservation;-;Crème dessert vanille x4;Le pack 4 x 125g;ELLE & VIRE;NAT; ;42269720;689026;3161910326806;12;0.921;11.052;6.5;7;40;26;0.007;6;12;72;100;50;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche;10cl;YOPLAIT;NAT; ;42312110;570184;3176572901001;15;0.382;5.73;2;7;40;27;0.008;9;15;135;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème épaisse;Le pot 20cl;BRIDELIGHT;NAT; ;42313340;684027;3155250310335;6;0.5505;3.303;2.7;9;30;40;0.011;8;24;192;30;22;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraiche ;Le pot 20cl;BELLE FRANCE;BF; ;42310750;676841;3258561420523;12;0.5536;6.6432;2.5;7;40;29;0.008;8;18;144;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraiche épaisse;20cl;BRIDÉLICE;NAT; ;42313300;683805;3155250001554;12;0.5768;6.9216;2.6;7;40;30;0.008;8;24;192;30;22;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche;20cl;MALO;NAT; ;42311540;676908;3278693110208;12;0.6041;7.2492;2.5;7;40;29;0.008;8;18;144;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche épaisse 30% M.G.;190g;YOPLAIT;NAT; ;42313400;712885;3329770062771;12;0.6536;7.8432;3.1;8;40;30;0.01;8;22;176;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche épaisse légère 15% M.G.;Le pot 40cl;YOPLAIT;NAT; ;42312280;677146;3329770062696;6;0.8852;5.3112;3.5;10;40;26;0.01;9;17;153;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraiche épaisse légère;50cl;BELLE FRANCE;BF; ;42310770;677203;3258561420561;6;0.9441;5.6646;3.2;9;36;24;0.008;10;12;120;26;18;1
PRODUITS FRAIS;Crème fraiche;-;Crème de Normandie Fleurette Légère UHT 20% M.G;La brique 33cl;ELLE & VIRE;NAT; ;42315300;689067;3451790256110;12;0.9557;11.4684;4.3;14;24;18;0.006;19;9;171;45;25;1
PRODUITS FRAIS;Crème fraiche;-;Crème Fleurette 15% M.G;Le bouteille 38cl;YOPLAIT;NAT;BIO;42311600;569509;3329770062764;6;0.9947;5.9682;4;17;21;14;0.005;29;8;232;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème légère épaisse de Normandie 12% M.G.;La poche 33cl;ELLE & VIRE;NAT; ;42315410;690024;3451790439506;7;1.0083;7.0581;4.8;15;36;23;0.012;18;11;198;30;20;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraiche épaisse d'Isigny A.O.P 40% M.G;Le pot 20cl;LES DÉLICES DE BELLE FRANCE;BF; ;42310200;689869;3258563420415;6;1.0989;6.5934;2.2;7;27;19;0.004;15;15;225;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème entière épaisse 30% M.G.;La poche 33cl;ELLE & VIRE;NAT; ;42315400;689968;3451790439353;7;1.1704;8.1928;4.8;15;36;23;0.012;18;11;198;30;20;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche épaisse 15% M.G;Le pot 50cl;BRIDELICE;NAT; ;42313320;683821;3155251205425;12;1.1957;14.3484;6.4;16;40;24;0.015;10;10;100;30;22;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraiche épaisse;Le pot 50cl;BELLE FRANCE;BF; ;42310760;676866;3258561420554;6;1.2399;7.4394;3.5;10;36;26;0.009;9;14;126;60;40;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche;50cl;MALO;NAT; ;42311550;676882;3278693120504;6;1.2746;7.6476;3.5;10;36;26;0.009;9;14;126;60;40;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche;400g;TOUR DE MARZE;NAT; ;42311100;676924;8436039435636;6;1.301;7.806;3.5;10;36;26;0.009;9;14;126;60;40;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche épaisse entière 30% M.G;Le pot 580g;YOPLAIT;NAT; ;42312300;563320;3329770062801;6;1.3083;7.8498;3.5;10;40;26;0.01;9;17;153;21;15;1
PRODUITS FRAIS;Crème fraiche;-;Crème de Normandie Fleurette Entière UHT 30% M.G;La brique 33cl;ELLE & VIRE;NAT; ;42315290;746420;3451790012358;12;1.362;16.344;4.3;14;24;18;0.006;19;9;171;45;25;1
PRODUITS FRAIS;Crème fraiche;-;Crème fraîche épaisse de Normandie 42% M.G.;Le pot en verre 40 cl;REO;NAT; ;42311000;690867;3332621038054;6;1.9852;11.9112;3.7;11;27;18;0.005;16;10;160;25;15;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème Anglaise;La brique 500ml;BELLE FRANCE;BF; ;42136400;162560;3258561420196;12;0.6484;7.7808;7;16;30;24;0.012;13;10;130;70;30;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Lot de 3 petites briques de crème liquide légère;3x20cl;BELLE FRANCE;BF; ;42315510;690263;3258561419213;8;1.1652;9.3216;5.3;10;34;20;0.007;12;10;120;65;40;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème Chantilly entière;La bombe 250g;MIMOSA;1P; ;42316100;684084;5410751765434;12;1.1883;14.2596;4.3;23;24;19;0.01;21;8;168;90;30;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème fluide & légère 4% M.G;Le pack 3 briques x 20cl;ELLE & VIRE;NAT; ;42315130;689521;3451790601842;8;1.2178;9.7424;5.3;10;33;20;0.007;12;11;132;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème liquide entière U.H.T. 30% M.G.;Le lot 2 bouteilles x 25cl;BELLE FRANCE;BF; ;42310810;498444;3258561419312;4;1.4262;5.7048;2.2;15;23;12;0.004;35;8;280;65;40;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème Légère fluide 12% M.G U.H.T.;Le lot 2 bouteilles x 25cl;BRIDELICE;NAT; ;42314240;683508;3155250367858;12;1.4262;17.1144;6.5;10;38;23;0.009;10;9;90;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème fluide légère de Normandie 12% M.G.;Le pack 3 briques x 20cl;ELLE & VIRE;NAT; ;42315310;689083;3161910340130;8;1.5483;12.3864;5.2;10;43;17;0.007;12;11;132;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Ma Légère Crème Fouettée 20% M.G;La bombe 250g;BRIDELICE;NAT; ;42314100;684043;3155250001523;12;1.5904;19.0848;3;25;24;18;0.011;21;7;147;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Lot de 3 petites briques de crème liquide entière;3x20cl;BELLE FRANCE;BF; ;42315500;689141;3258561419237;8;1.6146;12.9168;5.3;10;34;20;0.007;12;10;120;65;40;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème légère fouettée 20% M.G;La bombe 250g;ISIGNY-SAINTE-MERE;NAT; ;42314050;546986;3254550007010;12;1.7188;20.6256;3;22;24;18;0.01;21;7;147;70;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème Légère Semi Epaisse 18% M.G U.H.T.;Le lot 2 bouteilles x 25cl;BRIDELICE;NAT; ;42313250;527986;3155251302438;12;1.7441;20.9292;6.5;15;38;23;0.013;10;9;90;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème fouettée à la Vanille de Madagascar;La bombe 250g;ISIGNY-SAINTE-MERE;NAT; ;42316080;756049;3254550006013;12;1.8199;21.8388;3;22;24;18;0.01;21;7;147;70;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Bombe crème ferme et onctueuse;250g;PRÉSIDENT;NAT; ;42314000;684001;3155250349793;12;1.8409;22.0908;3;22;24;18;0.01;21;7;147;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème Entière fluide 30% M.G U.H.T.;Le lot 2 bouteilles x 25cl;BRIDELICE;NAT; ;42314200;683482;3155250367834;12;1.9325;23.19;6.5;10;38;23;0.009;10;9;90;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème entière de Normandie fluide U.H.T 30% M.G;Le pack 3 briques x 20cl;ELLE & VIRE;NAT; ;42315000;688986;3451790988042;8;2.2451;17.9608;5.1;10;34;20;0.007;12;11;132;75;50;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Crème liquide entière U.H.T. 30% M.G. Le Réflexe Bio;Le lot 3 briques x 20cl;BELLE FRANCE;BF;BIO;42310740;498469;3258561419251;8;2.2715;18.172;5.3;10;42;20;0.008;12;11;132;65;40;1
PRODUITS FRAIS;Crème fraiche longue conservation;-;Secret de Crème semi-épaisse 25% M.G;Le lot 3 briques x 20cl;PRESIDENT;NAT; ;42313240;518423;3155250367926;8;2.6072;20.8576;5.3;10;42;18;0.008;12;12;144;70;50;1
PRODUITS FRAIS;Cuisine végétale;-;6 Knacki Végétale (blé et pois);L'étui 210g;HERTA;NAT; ;47504490;577460;7613035937420;6;1.5052;9.0312;1.4;6;40;24;0.006;10;18;180;23;18;1
PRODUITS FRAIS;Cuisine végétale;-;"2 Galettes Gourmandes Lentilles et Carottes ""Le bon Végétal""";La barquette 160g;HERTA;NAT; ;47504440;523522;7613035694927;4;1.5852;6.3408;0.8;5;38;30;0.006;8;21;168;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;"2 Steaks Soja & Blé ""Le bon Végétal""";L'étui 150g;HERTA;NAT; ;47504420;523480;7613036092487;4;1.6167;6.4668;0.8;5;38;30;0.006;8;21;168;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;Le Haché Végétal Prêt à cuisiner;L'étui 240g;SOJASUN;NAT; ;47505950;527143;3273220086308;4;1.7483;6.9932;1;20;14;16;0.004;40;5;200;20;16;1
PRODUITS FRAIS;Cuisine végétale;-;2 Pavés VeggissiMmmm! (Haricot blanc, Courgette, Petit pois & Tomate);La barquette 180g;BONDUELLE;NAT; ;47502910;927244;3083681086393;4;1.7704;7.0816;1;19;18;15;0.005;32;8;256;14;13;1
PRODUITS FRAIS;Cuisine végétale;-;"2 Escalopes Soja & Blé ""Le bon Végétal""";L'étui 180g;HERTA;NAT; ;47504430;523506;7613036021388;4;1.8346;7.3384;0.9;5;38;30;0.006;8;21;168;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;"Nuggets Soja & Blé ""Le bon Végétal""";La barquette 200g;HERTA;NAT; ;47504450;523548;7613036021265;4;1.8346;7.3384;1;5;38;30;0.006;8;21;168;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;"2 Carrés Gourmands Tomates et Mozzarella ""Le bon Végétal""";L'étui 160g;HERTA;NAT; ;47504470;523563;7613035694897;4;1.8704;7.4816;1;5;38;30;0.006;8;21;168;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;2 Steaks de Soja Curry;L'étui 200g;SOJASUN;NAT; ;47502620;694307;3273220086223;6;1.9231;11.5386;1.5;18;26;14;0.007;25;5;125;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;2 Steaks de Soja Curry;L'étui 200g;SOJASUN;NAT; ;47502630;694323;3273220086230;6;1.9231;11.5386;1.5;18;26;14;0.007;25;5;125;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;Steack de soja méditérannéen;2x100g;SOJASUN;NAT; ;47502640;853424;3273220086247;6;1.9231;11.5386;1.5;18;26;14;0.007;25;5;125;21;16;1
PRODUITS FRAIS;Cuisine végétale;-;"Falafels ""Le bon Végétal""";L'étui 190g;HERTA;NAT; ;47504480;497768;7613035982116;4;1.9588;7.8352;0.9;5;38;30;0.006;8;21;168;21;16;1
PRODUITS FRAIS;Découpe de poulet ls;-;X4ESC.FINE PLT LOUE X2;X4ESCALOPE FINE POULET DE; LOUE X2 S/AT;NAT;;46540200;856526;217253000002;1;16.7352;16.7352;0.8;10;40;30;0.012;8;17;136;12;11;1
PRODUITS FRAIS;Découpe de poulet ls;-;X4ESC.CUISS.PLT X3 LOUE;X4 ESCALOPE CUISSE POULET; DE LOUE X3 S/AT;NAT;;46541940;956409;265971000002;1;9.6302;9.6302;1.2;16;40;30;0.019;8;10;80;12;11;1
PRODUITS FRAIS;Dessert;-;Flan saveur vanille nappé de caramel;Le pack 4 x 100g;BELLE FRANCE;BF; ;42265100;674549;3456770522452;12;0.4873;5.8476;5;13;39;26;0.013;9;12;108;28;15;1
PRODUITS FRAIS;Dessert;-;Pots de crème dessert chocolat x4;4x115g;BELLE FRANCE;BF; ;42265120;674606;3258561421353;6;0.5957;3.5742;5.3;10;39;26;0.01;8;24;192;70;50;1
PRODUITS FRAIS;Dessert;-;Pots de crème dessert vanille x4;4x115g;BELLE FRANCE;BF; ;42265130;674648;3258561421360;6;0.5957;3.5742;5.3;8;39;26;0.008;8;24;192;70;50;1
PRODUITS FRAIS;Dessert;-;Crème dessert café;Le pack 4 x 115g;BELLE FRANCE;BF; ;42265360;771584;3250390791867;6;0.6494;3.8964;5.3;8;39;26;0.008;8;24;192;70;30;1
PRODUITS FRAIS;Dessert;-;Pots de mousse au chocolat au lait x4;4x12cl;BELLE FRANCE;BF; ;42265300;699686;3258561421292;6;0.6515;3.909;1.7;5;48;32;0.008;5;30;150;30;20;1
PRODUITS FRAIS;Dessert;-;Pots de mousse au chocolat noir x4;4x12cl;BELLE FRANCE;BF; ;42265310;699728;3258561421308;6;0.6515;3.909;1.7;5;48;32;0.008;5;30;150;30;20;1
PRODUITS FRAIS;Dessert;-;Crème dessert au caramel ;Le pack 4 x 115g;BELLE FRANCE;BF; ;42265340;700104;3258561421377;6;0.6747;4.0482;3;6;40;30;0.007;8;24;192;70;50;1
PRODUITS FRAIS;Dessert;-;Pots de liégeois chocolat x4;4x100g;BELLE FRANCE;BF; ;42265320;699967;3258561421322;6;0.7326;4.3956;2.7;9;40;27;0.01;9;20;180;30;20;1
PRODUITS FRAIS;Dessert;-;Pots de liégeois café x4;4x100g;BELLE FRANCE;BF; ;42265330;700088;3258561421339;6;0.7326;4.3956;2.7;9;40;27;0.01;9;18;162;30;20;1
PRODUITS FRAIS;Dessert;-;Dessert chocolat/menthe x2;Le pack 2 x 150g;MAMIE NOVA;NAT; ;42260300;666347;3456774781619;6;0.8147;4.8882;1.9;8;30;24;0.006;13;22;286;21;15;1
PRODUITS FRAIS;Dessert;-;Mousse Liégoise Chocolat;Le pack 4 pots x 80g;BELLE FRANCE;BF; ;42265050;785824;3258561421193;6;0.8178;4.9068;2.2;12;33;25;0.01;11;12;132;21;14;1
PRODUITS FRAIS;Dessert;-;Mousse Liégoise Café;Le pack 4 pots x 80g;BELLE FRANCE;BF; ;42265060;785964;3258561421209;6;0.8178;4.9068;2.2;12;33;25;0.01;11;12;132;21;14;1
PRODUITS FRAIS;Dessert;-;Ile flottante sur crème anglaise x2;2x100g;BELLE FRANCE;BF; ;42262400;666321;3258561421131;8;0.8283;6.6264;1.95;6;19;9;0.001;6;18;108;21;15;1
PRODUITS FRAIS;Dessert;-;Riz au lait Saveur Vanille;Le pack 4 pots x 115g;BELLE FRANCE;BF; ;42262060;666826;3258561422015;6;0.8526;5.1156;2.7;6;42;32;0.008;9;20;180;21;15;1
PRODUITS FRAIS;Dessert;-;Semoule au lait Saveur Vanille;Le pack 4 pots x 115g;BELLE FRANCE;BF; ;42262280;676627;3258561422039;6;0.8526;5.1156;3;7;40;26;0.007;9;24;216;21;15;1
PRODUITS FRAIS;Dessert;-;Crème chocolat noir x2;Le pack 2 x 150g;MAMIE NOVA;NAT; ;42260620;675447;3456770035655;6;0.881;5.286;1.9;8;30;24;0.006;13;22;286;21;15;1
PRODUITS FRAIS;Dessert;-;Crème dessert chocolat gourmand;Le pack 2 pots x 150g;MAMIE NOVA;NAT; ;42260240;667188;3456774781602;6;0.9104;5.4624;1.9;8;30;24;0.006;13;22;286;21;15;1
PRODUITS FRAIS;Dessert;-;Le Liégois au chocolat DANETTE;Le pack 4 pots x 100g;DANONE;NAT; ;42260970;598045;3033491377105;8;0.9883;7.9064;1.8;5;40;27;0.005;8;16;128;21;15;1
PRODUITS FRAIS;Dessert;-;Secret de Mousse chocolat noir LA LAITIERE;Le pack 4 pots x 59g;NESTLE;NAT; ;42260370;669440;3023290009086;8;1.0189;8.1512;4;9;33;30;0.009;8;11;88;21;16;1
PRODUITS FRAIS;Dessert;-;Secret de Mousse chocolat au lait LA LAITIERE;Le pack 4 pots x 59g;NESTLE;NAT; ;42260380;669481;3023290009055;8;1.0189;8.1512;4;9;33;30;0.009;8;11;88;21;16;1
PRODUITS FRAIS;Dessert;-;Crème aux oeufs saveur vanille;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;42262410;666388;3258561421148;4;1.0231;4.0924;2.7;8;17;8;0.001;9;12;108;21;15;1
PRODUITS FRAIS;Dessert;-;Pots de gâteau de riz au caramel x4;4x100g;BELLE FRANCE;BF; ;42262720;680348;3258561421162;6;1.0283;6.1698;2.7;16;30;16;0.008;20;8;160;21;15;1
PRODUITS FRAIS;Dessert;-;Le Viennois saveur Vanille sur lit de Caramel;Le pack 4 pots x 100g;NESTLE;NAT; ;42263350;670802;3023290620144;6;1.0294;6.1764;2.5;9;40;27;0.01;9;20;180;21;16;1
PRODUITS FRAIS;Dessert;-;Le Viennois Chocolat;Le pack 4 pots x 100g;NESTLE;NAT; ;42263400;670703;3023290101292;6;1.0294;6.1764;3.3;8;41;30;0.01;9;17;153;21;16;1
PRODUITS FRAIS;Dessert;-;Le Viennois Café;Le pack 4 pots x 100g;NESTLE;NAT; ;42263420;670729;3023290101360;6;1.0294;6.1764;3.3;8;41;30;0.01;9;19;171;21;16;1
PRODUITS FRAIS;Dessert;-;Crème Caramel aux Oeufs extra-frais;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;42262050;666784;3258561421094;6;1.0683;6.4098;2.7;16;29;16;0.007;20;22;440;21;15;1
PRODUITS FRAIS;Dessert;-;Pots de mousse de viennois x4;4x90g;NESTLE;NAT; ;42263550;671248;3023292259014;6;1.0683;6.4098;2.5;9;40;27;0.01;9;17;153;21;16;1
PRODUITS FRAIS;Dessert;-;Viennois mousse cafe x4;Le pack 4 x 90g;NESTLE;NAT; ;42263560;671263;3023292259144;6;1.0683;6.4098;2.5;9;40;27;0.01;9;17;153;21;16;1
PRODUITS FRAIS;Dessert;-;Gâteau de semoule aux Raisins à l'Armagnac sur lit de caramel;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;42262290;700120;3258561421186;6;1.0957;6.5742;3;15;40;20;0.012;12;10;120;21;15;1
PRODUITS FRAIS;Dessert;-;Préparation pour Crème Brulée aux oeufs frais et Cassonade;Le lot 2 pots x 100g;BELLE FRANCE;BF; ;42262420;674705;3258561421087;6;1.102;6.612;2.4;8;28;18;0.004;18;14;252;21;15;1
PRODUITS FRAIS;Dessert;-;Feuilleté de mousse vanille LA LAITIERE;Le pack 4 pots x 12cl;NESTLE;NAT; ;42264200;692384;3023290234501;8;1.1073;8.8584;4;9;33;30;0.009;8;11;88;21;15;1
PRODUITS FRAIS;Dessert;-;Feuilleté de mousse chocolat LA LAITIERE;Le pack 4 pots x 12cl;NESTLE;NAT; ;42264210;692269;3023290234518;8;1.1073;8.8584;4;9;33;30;0.009;8;11;88;21;15;1
PRODUITS FRAIS;Dessert;-;La laitière riz au lait saveur vanille;Le pot 500g;NESTLE;NAT; ;42263910;671628;5410096784701;6;1.1294;6.7764;3;8;39;25;0.008;9;15;135;21;16;1
PRODUITS FRAIS;Dessert;-;Riz au lait Rhum Raisins LA LAITIERE;Le pack 4 pots x 115g;NESTLE;NAT; ;42263860;663062;3023290169940;6;1.1473;6.8838;2.8;7;46;30;0.01;9;12;108;21;15;1
PRODUITS FRAIS;Dessert;-;Riz au lait Saveur Vanille LA LAITIERE;Le pack 4 pots x 115g;NESTLE;NAT; ;42263920;671602;3023290009697;6;1.1473;6.8838;2.8;7;46;30;0.01;9;12;108;21;16;1
PRODUITS FRAIS;Dessert;-;Riz au lait nature sur lit de Caramel Beurre Salé LA LAITIERE;Le pack 4 pots x 115g;NESTLE;NAT; ;42263990;676767;3023290003022;6;1.1473;6.8838;2.8;7;46;30;0.01;9;12;108;21;15;1
PRODUITS FRAIS;Dessert;-;Crème caramel;Le pack 4 pots x 100g;BONNE MAMAN;NAT; ;42265600;680645;3045320517699;5;1.1515;5.7575;2.3;11;40;15;0.007;15;14;210;21;15;1
PRODUITS FRAIS;Dessert;-;Délice café;Le pack 2 pots x 125g;FERME DES PEUPLIERS;NAT; ;42268000;681106;3374270050728;6;1.1799;7.0794;3;8;26;19;0.004;18;10;180;21;15;1
PRODUITS FRAIS;Dessert;-;Délice chocolat;Le pack 2 pots x 125g;FERME DES PEUPLIERS;NAT; ;42268010;681122;3374270051121;6;1.1799;7.0794;3;17;26;19;0.008;18;10;180;20;15;1
PRODUITS FRAIS;Dessert;-;Yaourt myrtille;Le pack 2 pots x 125g;FERME DES PEUPLIERS;NAT; ;42268020;681148;3374270041627;6;1.1799;7.0794;3;8;26;19;0.004;18;10;180;20;15;1
PRODUITS FRAIS;Dessert;-;Petits pots de crème au café;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;42262680;662361;3258561421056;8;1.1947;9.5576;4.8;19;30;16;0.009;20;6;120;21;15;1
PRODUITS FRAIS;Dessert;-;Petits pots de crème au caramel;Le pack 4 pots x 100g;BELLE FRANCE;BF; ;42262690;662387;3258561421070;8;1.1947;9.5576;4.8;19;30;16;0.009;20;6;120;21;15;1
