nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
HABILLEMENT;Collants-mi-bas-socquette ;Voile-lycra 15deniers;Collant voile Lycra 15D 3 sable ;;BELLE FRANCE;BF; ;82306680;578989;3258561931586;84;0.6652;55.8768;3.4;33;52;25;0.043;6;3;18;0;0;1
HABILLEMENT;Collants-mi-bas-socquette ;Voile-lycra 15deniers;Collant voile Lycra 15D 4 sable ;;BELLE FRANCE;BF; ;82306690;578963;3258561931593;84;0.6652;55.8768;3.4;33;52;25;0.043;6;3;18;0;0;1
HABILLEMENT;Collants-mi-bas-socquette ;Voile-lycra 15deniers;Collant voile Lycra miel taille 1;;BELLE FRANCE;BF; ;82306280;873026;3258561931470;100;0.8894;88.94;3.4;33;52;25;0.043;6;3;18;0;0;1
HABILLEMENT;Collants-mi-bas-socquette ;Voile-lycra 15deniers;COL.VOIL.LYCRA NOIR T1 BF;COLLANT VOILE LYCRA NOIR;15D T1  BF;BF;;82306140;872721;3258561931418;100;0.8894;88.94;3.4;33;52;25;0.043;6;3;18;0;0;1
HABILLEMENT;Collants-mi-bas-socquette ;Voile-lycra 15deniers;COL.VOIL.LYCRA MIEL T2 BF;COLLANT VOILE LYCRA MIEL;15D. T2  BF;BF;;82306290;873042;3258561931487;100;0.8894;88.94;3.4;33;52;25;0.043;6;3;18;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 50cl;BELLE FRANCE;BF; ;36105480;633883;3258561360010;12;0.6899;8.2788;10.1;28;27;21;0.016;15;4;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis 40% vol;La bouteille 1L;ÉCOPRIX;1P; ;36104100;634006;3258565360016;12;0.8086;9.7032;18.4;31;35;27;0.029;9;5;45;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis 40% vol;La bouteille 1L;ÉCOPRIX;1P; ;36104120;633925;3258565360030;12;0.8526;10.2312;18.4;31;35;27;0.029;9;5;45;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 1 litre;BELLE FRANCE;BF; ;36105500;633909;3258561360034;12;0.9894;11.8728;18;31;35;26;0.028;9;5;45;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 1 litre;BERGER;NAT; ;36101600;634881;3041311025853;6;2.2862;13.7172;9.7;32;27;18;0.016;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Anis gras;La bouteille 70cl;FLORANIS;NAT; ;36103000;634949;3147690058007;6;2.3092;13.8552;9;32;23;16;0.012;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 1 litre;DUVAL;NAT; ;36102000;635003;3394215961483;6;2.6493;15.8958;9.9;32;26;18;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Apéritif Anisé;La bouteille 1 litre;BERGER;NAT; ;36106060;633727;3041311025860;6;2.7325;16.395;9.2;32;27;17;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 50cl;RICARD;NAT; ;36100300;634345;3163937012007;12;3.5625;42.75;9.8;28;29;22;0.018;14;5;70;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 1 litre;51;NAT; ;36101500;634683;3047100000230;6;4.2272;25.3632;9.4;31;26;18;0.015;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille 45% vol;La bouteille 70cl;RICARD;NAT; ;36100400;634360;3163937011000;12;4.4292;53.1504;14.7;30;33;25;0.025;12;5;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 1 litre;RICARD;NAT; ;36100500;634386;3163937010003;12;5.4777;65.7324;18.1;31;35;26;0.028;9;5;45;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;RICARD Plantes Fraîches;La bouteille 70cl;RICARD;NAT; ;36100510;634402;3163937104061;6;5.6491;33.8946;7.6;30;24;16;0.012;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les anisés;Pastis de Marseille;La bouteille 1,5 litre;RICARD;NAT; ;36100490;722744;3163937016005;6;7.7813;46.6878;15;35;31;21;0.023;14;4;56;0;0;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Apéritif Sans Alcool;Le pack 6 bouteilles x 10cl;VENEZZIO BITTER;NAT; ;30230300;600064;3138670020015;8;1.5862;12.6896;10.3;15;35;26;0.014;9;8;72;300;120;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Cocktail pétillant à base de vin sans alcool à la pêche;La bouteille 75 cl;D'ARTIGNY;NAT; ;37510150;633503;3138670640015;6;2.2925;13.755;8.8;32;26;17;0.014;19;4;76;300;120;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Cocktail sans alcool arôme citron vert & kiwi;La bouteille 75cl;MISTER COCKTAIL;NAT; ;37510100;633305;3138670344203;6;2.342;14.052;8;31;20;20;0.012;24;4;96;300;210;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Cocktail sans alcool arôme pêche;La bouteille 75cl;MISTER COCKTAIL;NAT; ;37510120;633321;3138670344609;6;2.3578;14.1468;8;40;20;20;0.016;24;4;96;300;210;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Apéritif Rosso recette Originale sans alcool;La bouteille 1 litre;PALERMO;NAT; ;36330100;633107;3138670244503;6;2.3799;14.2794;7.6;33;23;20;0.015;20;4;80;300;210;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Apéritif Amarino sans alcool;La bouteille 1 litre;PALERMO;NAT; ;36330120;633149;3138670244909;6;2.3799;14.2794;7.6;32;21;20;0.013;20;4;80;300;210;1
LIQUIDES;Alcools & spiritueux;Les apéritifs sans alcool;Boisson anisée sans alcool;La bouteille 1 litre;PACIFIC;NAT; ;36100100;635102;3163937310004;6;3.8546;23.1276;10;30;27;18;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Kirsch;La bouteille 1 L;GUIGNOLET;1P; ;36323000;636662;3052910052652;6;1.2435;7.461;10.2;32;29;18;0.017;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Apéritif bianco 14°4 sarden;La bouteille 1L;;1P; ;36210200;719765;3132593002035;6;1.9167;11.5002;9.6;32;27;18;0.016;20;5;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Apéritif rosso 14°4 sarden;La bouteille 1L;;1P; ;36210210;719781;3132593002028;6;1.9167;11.5002;9.6;32;27;18;0.016;20;5;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Floriane;La bouteille 1 L;GENTIANE;1P; ;36323050;719823;3132593000932;6;2.8914;17.3484;9.6;33;26;17;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Apéritif à base de vin;La bouteille 1 L;AMBASSADEUR;NAT; ;36311000;636100;3013010005184;6;3.4937;20.9622;9.9;40;26;17;0.018;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Apéritif à base de vin;La bouteille 1 L;BYRRH;NAT; ;36310500;636167;3047100001237;6;3.8948;23.3688;10.4;36;27;19;0.018;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Pineau des Charentes rouge;La bouteille 75cl;BELLE FRANCE;BF; ;36500060;638569;3258561360799;6;4.0787;24.4722;7.5;28;28;19;0.015;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Pineau des Charentes blanc;La bouteille 75cl;BELLE FRANCE;BF; ;36501030;638361;3258561360775;6;4.0787;24.4722;7.5;28;28;19;0.015;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Liqueur pour bière;La bouteille 1 litre;PICON;NAT; ;36322100;636449;5010103931519;6;4.5785;27.471;10.1;33;27;18;0.016;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Liqueur pour bière;La bouteille 1 litre;PICON;NAT; ;36322110;636464;5010103931502;6;4.5785;27.471;10.1;32;27;18;0.016;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Martini extra dry;La bouteille 1 L;MARTINI;NAT; ;36210150;635300;3011930000036;6;5.6358;33.8148;10;33;23;18;0.014;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;SUZE;La bouteille 1 litre;SUZE;NAT; ;36321510;636308;3047100055421;6;5.725;34.35;9.98;35;24;17;0.014;24;4;96;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Original dry Vertmouth;La bouteille 75cl;NOILLY PRAT;NAT; ;36211010;639245;3023010003592;6;6.0007;36.0042;8.7;33;25;17;0.014;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;MARTINI Fiero;La bouteille 1 litre;MARTINI;NAT; ;36310220;779603;7630040400268;6;6.1577;36.9462;8;32;22;18;0.013;24;4;96;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;MARTINI Bianco;La bouteille 1 litre;MARTINI;NAT; ;36210117;779546;3011932000829;6;6.2629;37.5774;12.1;36;28;19;0.019;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;MARTINI Rosso;La bouteille 1 litre;MARTINI;NAT; ;36310237;779561;3011932000805;6;6.2629;37.5774;12.1;36;28;19;0.019;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Jagermeister 35°;La bouteille 71cl;JAGERMEISTER;NAT; ;37400070;650226;4067700013859;6;6.8858;41.3148;7.9;22;28;13;0.008;20;4;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;fernet branca  39dg;La bouteille 70cl;FERNET BRANCA;NAT; ;37400150;650002;8004400013181;6;7.1792;43.0752;7.1;31;23;15;0.011;26;4;104;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;CAMPARI;La bouteille 1 litre;CAMPARI;NAT; ;36321807;965921;8000040000802;6;7.5133;45.0798;10.2;33;26;18;0.015;17;4;68;0;0;1
LIQUIDES;Alcools & spiritueux;Les b.a. & vermouth;Apéritivo;La bouteille 1 litre;APEROL;NAT; ;37401650;587642;8002230130702;6;8.4633;50.7798;8.5;33;24;17;0.013;18;5;90;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Whisky 40°;La bouteille 70cl;GOLDRY;NAT; ;37701120;640326;3132590056215;12;1.6393;19.6716;14.1;31;30;23;0.021;12;5;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Tenessee Whiskey;La bouteille 1 litre;JACK DANIEL'S;NAT; ;37700490;742007;3099873045369;6;12.9429;77.6574;9.2;29;19;28;0.015;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Blended Whisky Gold Japonais;La bouteille 70cl;KAIJI;NAT; ;37701480;497008;3760143480301;6;12.9652;77.7912;9.2;24;27;18;0.012;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Single Barrel Select Tenessee Whiskey;La bouteille 70cl;JACK DANIEL'S;NAT; ;37700460;658906;5099873088654;6;16.992;101.952;9.6;26;35;24;0.022;10;6;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Japanese Blended Whisky;La bouteille 50cl;AKASHI;NAT; ;37701490;587048;4969265703308;6;17.2722;103.6332;6;27;19;18;0.009;19;7;133;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Bourbon 40°;La bouteille 70cl;BELLE FRANCE;NAT; ;37701370;500082;3258561370521;6;2.715;16.29;6.7;27;24;16;0.01;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Old irish whisky 40°;La bouteille 70cl;PADDY;NAT; ;37700420;641126;1210000100771;6;5.6149;33.6894;7.4;31;23;16;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Bourbon;La bouteille 70cl;JIM BEAM;NAT; ;37705350;644468;5010196091008;6;6.296;37.776;6.4;28;24;18;0.012;24;5;120;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Irish Whiskey;La bouteille 70cl;BUSHMILLS;NAT; ;37700170;640987;5055966801128;6;6.7191;40.3146;7.4;29;22;15;0.01;16;4;64;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Whisky 40°;La bouteille 50cl;JACK DANIEL'S;NAT; ;37700640;725705;5099873046067;12;7.0904;85.0848;10.7;23;30;23;0.016;12;6;72;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Bourbon Whiskey;La bouteille 70cl;FOUR ROSES;NAT; ;37700300;640623;5000299101100;6;8.2864;49.7184;6.8;29;25;16;0.012;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les bourbons - whiskey canadien-irlandais-japonais;Irish Whiskey;La bouteille 70cl;JAMESON;NAT; ;37700680;641605;5011007003005;6;8.9306;53.5836;8;31;23;16;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Eau de vie pour fruit 40% vol;La bouteille 1L;CODIGO DE BARRAS;1P; ;37220100;644906;3014409006478;6;0.7643;4.5858;9.1;32;26;18;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Curaçao blue;CuraÃ§ao blue - DUCADEZ - La Bouteille 50cl;DUCADEZ;1P; ;37406260;647784;5411353009704;6;1.5512;9.3072;5.8;29;19;13;0.007;36;3;108;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Liqueur de pomme verte MANZANITA;La bouteille 70cl;MARIE BRIZARD;NAT; ;37406410;732107;3041311027635;6;2.4256;14.5536;7.7;24;22;19;0.01;22;5;110;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Pisang corea 14% vol;La bouteille 70cl;PISSANG;NAT; ;37401640;746222;5411353099316;6;2.7186;16.3116;7.7;29;22;15;0.01;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Mojito impérial;La bouteille 70cl;SAINT JAMES;NAT; ;37502030;756569;3147699110270;6;2.9335;17.601;6.6;31;23;15;0.011;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Calvados normand 40% vol;La bouteille 70cl;;1P; ;37211300;644781;5411353000275;6;3.5518;21.3108;7;35;26;18;0.016;20;3;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Eau de vie poire 40% vol;La bouteille 70cl;;1P; ;37221000;645408;5411353020006;6;3.595;21.57;7;36;23;16;0.013;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Armagnac;La bouteille 70cl;MALANDRIE;1P; ;37112000;644062;3147690041405;6;4.396;26.376;7.9;24;32;20;0.015;12;6;72;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Boisson spiritueuse épicée à base de Rhum;La bouteille 70cl;CAPTAIN MORGAN;NAT; ;37501420;563205;5000281031033;6;4.4954;26.9724;7.2;30;24;16;0.012;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Anisette  ;La bouteille 70cl;MARIE BRIZARD;NAT; ;37400700;646265;3041311026577;6;4.7007;28.2042;8.8;31;26;18;0.015;22;4;88;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Liqueur Rhum blanc & Coco;La bouteille 70cl;MALIBU;NAT; ;37501260;743989;8410024710328;6;5.0276;30.1656;7.4;28;25;17;0.012;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Cognac 40% vol;La bouteille 70cl;REMY MARTIN;1P; ;37120200;643643;3250510223230;6;5.2518;31.5108;6.6;23;28;14;0.009;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;GET 27;La bouteille 70cl;GET 27;NAT; ;37303500;649202;3020881641106;6;5.6367;33.8202;8.7;30;27;19;0.015;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Liqueur de litchi;La bouteille 70cl;SOHO;NAT; ;37406400;651521;3047100227422;6;6.0913;36.5478;7.6;28;29;14;0.011;22;5;110;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;liqueur mandarine napoléon 38% vol;La bouteille 70cl;;NAT; ;37400200;645580;8710625700026;6;7.1698;43.0188;8.5;30;25;17;0.013;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Liqueur d'orange;La bouteille 70cl;COINTREAU;NAT; ;37401550;645846;3035542004206;6;7.7212;46.3272;9.8;22;26;18;0.01;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;ABSOLUT EXTRAKT Cardamone;La bouteille 70cl;-;NAT;;37603520;641944;7312040551804;6;8.3279;49.9674;7.5;23;26;18;0.011;18;5;90;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Liqueur Bénédictine 40% vol;La bouteille 70cl;DOM;NAT; ;37200050;651869;3035551511009;6;8.8254;52.9524;9.3;27;37;25;0.025;9;6;54;0;0;1
LIQUIDES;Alcools & spiritueux;Les cocktails & liqueurs;Liqueur d'Orange et Cognac CORDON ROUGE;La bouteille 70cl;GRAND MARNIER;NAT; ;37401100;646687;3018300004540;6;9.618;57.708;12.8;25;36;24;0.022;10;7;70;0;0;1
LIQUIDES;Alcools & spiritueux;Les crèmes de fruits;Crème de cassis 15 doses;La bouteille 70cl;ÉCOPRIX;1P; ;37803000;648709;3147690021018;6;0.9028;5.4168;9.4;40;24;16;0.015;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les crèmes de fruits;Crème de pêche;La bouteille 50cl;BELLE FRANCE;BF; ;37406010;645986;3258561370255;6;1.2275;7.365;6.1;28;24;16;0.011;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les crèmes de fruits;Crème de mûre;La bouteille 50cl;BELLE FRANCE;BF; ;37406000;645960;3258561370231;6;1.2285;7.371;6.1;27;23;15;0.009;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les crèmes de fruits;Crème de cassis;La bouteille 70cl;BELLE FRANCE;BF; ;37802810;649020;3258561370217;6;1.3332;7.9992;8.4;30;27;18;0.015;18;4;72;0;0;1
LIQUIDES;Alcools & spiritueux;Les crèmes de fruits;Crème de Cassis;La bouteille 70cl;SISCA;NAT; ;37802310;511808;3104690017816;6;2.1333;12.7998;8.8;30;29;20;0.017;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les crèmes de fruits;Crème de cassis 20% vol ;La bouteille 70cl;LES DÉLICES DE BELLE FRANCE;BF; ;37802100;642645;3258563370154;6;2.1643;12.9858;8.6;30;27;18;0.015;18;5;90;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Vodka;La bouteille 35cl;SOBIESKI;NAT; ;37605190;592824;5902738883106;12;1.3737;16.4844;7.9;24;26;20;0.012;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Blended Scotch Whisky;La bouteille 35cl;WILLIAM PEEL;NAT; ;37701780;592840;3107872006523;12;1.7696;21.2352;8.3;23;29;18;0.012;17;6;102;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Blended Scotch Whisky;La bouteille 35cl;LABEL 5;NAT; ;37701210;807842;3147699102008;12;1.8917;22.7004;7.56;21;27;18;0.01;17;6;102;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Vodka;La bouteille 35cl;POLIAKOV;NAT; ;37600790;769521;3147699102671;12;1.9347;23.2164;7.6;25;26;20;0.013;17;4;68;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Blended Scotch Whisky;La bouteille 35cl;CLAN CAMPBELL;NAT; ;37704020;651547;3163937635008;12;2.7222;32.6664;7.9;25;27;20;0.014;18;5;90;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Blended Scotch Whisky;La bouteille 35cl;J&B;NAT; ;37700990;651562;5010103800853;24;2.7769;66.6456;10;25;40;27;0.027;8;6;48;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Rhum blanc;La 1/2 bouteille 37,5cl;DAMOISEAU;NAT; ;37502510;508200;3290370000176;6;2.7772;16.6632;6.5;24;19;13;0.006;36;6;216;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Vodka;La bouteille 35cl;ABSOLUT;NAT; ;37603450;598482;7312040017355;12;3.2001;38.4012;9.8;21;42;28;0.025;14;6;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les demi-bouteilles;Premium Scotch Whisky 12 ans d'âge;La bouteille 35cl;CHIVAS REGAL;NAT; ;37701440;755744;80432402702;12;8.9588;107.5056;9.3;21;36;28;0.021;9;7;63;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Gin 37,5°;La flasque 20cl;GIBSON'S;NAT; ;37600710;650143;3147690070306;8;0.7159;5.7272;3.3;30;15;22;0.01;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Vodka;La flasque 20cl;POLIAKOV;NAT; ;37600840;641985;3147690070405;8;0.7328;5.8624;3.3;30;15;22;0.01;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Vodka;La flask 20cl;SOBIESKI;NAT; ;37605250;646240;5902738884479;8;0.778;6.224;3.6;23;32;13;0.01;22;7;154;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;SPIRITUEUX 18°;La bouteille 20cl;KIRSCH SYLVAIN;NAT; ;37301500;644807;3147690033400;6;0.881;5.286;3.3;32;47;23;0.035;42;4;168;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Rhum ambré;La flask 20cl;LA MARTINIQUAISE;NAT; ;37502000;650804;3147690070207;8;0.9308;7.4464;3.3;30;15;22;0.01;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Rhum blanc;La flask 20cl;LA MARTINIQUAISE;NAT; ;37502020;650820;3147690090601;8;0.9718;7.7744;3.3;30;15;22;0.01;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Calvados ;La flasque 20cl;BUSNEL;NAT; ;37210100;644203;3147690093701;6;0.976;5.856;3.3;30;15;22;0.01;42;4;168;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Blended Scotch Whisky;La flask 20cl;WILLIAM PEEL;NAT; ;37701600;646224;3107872005908;8;0.9813;7.8504;3.6;23;32;13;0.01;22;7;154;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Whisky;La flask 20cl;LABEL 5;NAT; ;37701200;641225;3147690073604;8;0.9866;7.8928;3.3;30;15;22;0.01;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Porto cruz;La flasque 20cl;CRUZ;NAT; ;36502200;639104;3147690096108;8;0.9986;7.9888;3.3;30;15;22;0.01;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Sauce madère;La flaque 20cl;;NAT; ;14502400;270223;3147690094500;6;1.0094;6.0564;3.8;10;47;24;0.011;42;4;168;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Armagnac;La flasque 20cl;SAINT-VIVANT;NAT; ;37112130;643841;3147690094005;6;1.0518;6.3108;3.3;30;15;22;0.01;42;4;168;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Rhum 40°;La flasque 20cl;NEGRITA;NAT; ;37500100;650200;3012990026509;8;1.0539;8.4312;3.8;30;29;23;0.02;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Whisky 40°;La flasque 20cl;GRANTS;NAT; ;37700870;643429;5010327208107;15;1.1287;16.9305;4;20;27;19;0.01;18;6;108;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Blended Scotch Whisky;Flask 20cl;CLAN CAMPBELL;NAT; ;37704050;641480;3163937636005;24;1.3781;33.0744;12.6;20;34;24;0.016;11;6;66;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Pastis de Marseille 45% vol;La flasque 20cl;RICARD;NAT; ;36100200;634303;3163937013004;24;1.794;43.056;10.6;14;39;23;0.013;10;7;70;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Whisky flask sous blister;La bouteille 20cl;J&B;NAT; ;37700890;641001;5010103800051;8;1.9076;15.2608;3.8;23;27;17;0.011;19;6;114;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Cognac ;La flasque 20cl;COURCEL;NAT; ;37120400;643023;3147690093800;6;2.3076;13.8456;3.3;30;15;22;0.01;42;4;168;0;0;1
LIQUIDES;Alcools & spiritueux;Les flask 20cl;Whiskey;Whiskey - JACK DANIEL'S - La Flask 20cl;JACK DANIEL'S;NAT; ;37700780;542423;5099873046173;48;3.6191;173.7168;20.2;18;46;32;0.026;5;8;40;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;Gin London dry 37,5Â°;Gin London dry 37,5Â° - Bouteille de 75cl;BELLE FRANCE;BF; ;37601120;501262;3258561370095;6;0.9263;5.5578;6.7;24;28;15;0.01;20;6;120;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;Gin;La bouteille 70cl;OLD LADY'S;NAT; ;37609900;650986;3041311029967;6;1.8979;11.3874;7.5;26;21;18;0.01;22;6;132;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;London Dry Gin;La bouteille 70cl;GIBSON'S;NAT; ;37600700;641829;3147690060703;6;2.1253;12.7518;7.7;26;31;14;0.011;20;6;120;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;London Dry Gin;La bouteille 70cl;GORDON'S;NAT; ;37601100;641746;5000289927161;6;4.0178;24.1068;9.999;30;30;17;0.015;26;4;104;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;London Dry Gin;La bouteille 70cl;BEEFEATER;NAT; ;37601140;523605;5000329004111;6;6.0907;36.5442;7.3;28;22;15;0.009;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;London Dry Gin;La bouteille 70cl;TANQUERAY;NAT; ;37601130;645481;5000281015248;6;6.969;41.814;7.6;26;28;19;0.014;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les gin;London Dry Gin;La bouteille 70cl;BOMBAY SAPPHIRE;NAT; ;37602010;741983;5010677714006;6;9.7222;58.3332;7.7;25;25;17;0.011;19;5;95;0;0;1
