reference;Unite par carton;prix_unite;prix_final;weight;volume;NB carton/palette;DLV Theorique;DLV Garantie
32185;16;0.6536;10.4576;4.2;0.02304;80;210;120
32201;16;0.6536;10.4576;4.2;0.02304;80;210;120
37127;12;1.1768;14.1216;2.4;0.01152;72;210;120
37143;12;1.6136;19.3632;6.09;0.02886;32;120;90
5587;15;1.1431;17.1465;2;0.019872;44;180;120
28209;16;0.941;15.056;3.5;0.01794;70;180;90
33647;14;2.602;36.428;6.63;0.03248;56;60;45
30585;12;1.4115;16.938;2.4;0.014283;105;180;120
30569;12;1.1989;14.3868;2.9;0.0156;64;210;120
28449;12;1.1315;13.578;3;0.0156;64;180;90
28464;12;1.1315;13.578;3;0.0156;64;180;120
22608;12;1.5662;18.7944;4.6;0.021756;40;180;120
22723;12;1.5662;18.7944;4.6;0.022533;40;230;90
23143;10;0.4926;4.926;2.2;0.01656;100;120;80
23341;12;0.5305;6.366;2.2;0.012168;70;150;90
23689;12;0.5757;6.9084;2.2;0.01248;70;120;90
22905;12;0.962;11.544;3.25;0.0195;40;240;120
32383;12;1.1115;13.338;4.6;0.02592;70;210;120
22921;10;1.0178;10.178;3.2;0.01254;65;120;90
23044;10;1.5336;15.336;3.2;0.01254;65;150;90
29686;12;1.4557;17.4684;3.57;0.012768;64;150;90
23101;12;1.5336;18.4032;4.1;0.02208;40;180;90
23200;13;1.5915;20.6895;3.5;0.0156;63;180;90
23283;10;1.2862;12.862;3;0.015504;60;200;90
23580;10;1.2862;12.862;1;0.015504;60;180;90
41467;5;0.9252;4.626;1.5;0.0072;144;35;20
26443;12;1.1641;13.9692;3.5;0.024;40;42;30
34629;10;1.1262;11.262;4.1;0.03;64;120;80
23226;10;0.4926;4.926;9.8;0.00836;100;120;70
40881;12;0.5894;7.0728;2.21;0.0114;143;150;90
40980;12;0.6062;7.2744;2.21;0.00988;143;150;90
41764;12;0.5894;7.0728;2.3;0.00988;143;150;90
31864;8;1.582;12.656;3.3;0.0696;27;70;50
44420;9;1.6241;14.6169;8.2;0.03055;49;70;50
33043;8;1.1283;9.0264;3.5;0.007875;80;80;30
40444;14;0.7041;9.8574;3.6;0.024244;68;84;60
44800;12;0.5378;6.4536;3.4;0.0168;96;70;50
44826;12;0.5378;6.4536;3.4;0.0168;96;70;50
44842;12;0.5378;6.4536;3.1;0.0168;96;70;50
41665;14;0.7357;10.2998;4.5;0.0276;64;90;60
41509;12;0.802;9.624;3.6;0.02997;60;60;40
41525;12;0.9547;11.4564;3;0.01242;120;60;40
39107;12;0.7652;9.1824;3.2;0.017;108;60;40
44685;16;0.6536;10.4576;1.7;0.0104;168;90;70
43885;14;0.7326;10.2564;3.3;0.02925;70;250;200
40428;15;0.801;12.015;2.7;0.024;64;360;300
40469;15;0.801;12.015;2.7;0.024;64;360;300
37549;6;1.3168;7.9008;3.1;0.018;72;60;40
33381;12;0.6136;7.3632;1;0.01575;72;60;30
33407;12;0.7431;8.9172;5;0.02184;64;60;30
33423;12;0.7252;8.7024;3.8;0.0228;72;120;60
5207;10;1.3746;13.746;2.94;0.01536;50;45;30
4846;14;0.782;10.948;4.627;0.0156;84;90;50
4903;12;0.741;8.892;3.41;0.0153;80;105;65
4861;12;0.6736;8.0832;4.008;0.01521;99;90;50
4887;12;0.6505;7.806;3.454;0.01925;80;90;50
23705;12;0.5662;6.7944;2.2;0.01248;70;120;90
25742;6;1.7104;10.2624;2.9;0.02916;36;90;70
25726;6;1.7104;10.2624;2.9;0.02916;36;90;70
5389;8;1.9988;15.9904;2.5;0.01638;60;70;50
4341;12;1.8325;21.99;4.4;0.03861;42;120;45
30122;8;2.1641;17.3128;2.932;0.028665;30;70;45
4481;8;1.9241;15.3928;3.1;0.04095;30;70;40
4689;8;1.222;9.776;2.2;0.01638;60;70;50
4705;8;1.4599;11.6792;2.2;0.01638;60;70;50
4747;8;2.1451;17.1608;2.487;0.028665;30;70;50
793448;12;1.3062;15.6744;5;0.0396;36;84;50
793505;14;0.9273;12.9822;3.8;0.024;40;80;60
793521;12;1.3546;16.2552;6.45;0.04576;36;90;45
815100;8;2.2146;17.7168;4.596;0.0216;48;40;30
5108;8;2.0525;16.42;3.102;0.02793;30;70;45
793620;8;1.082;8.656;2.7;0.016254;56;120;90
794065;8;1.082;8.656;2.7;0.015351;56;120;80
5405;9;2.0694;18.6246;3;0.024;40;45;30
5421;8;1.4041;11.2328;2.678;0.012636;80;60;40
5264;9;1.9188;17.2692;3.105;0.0234;40;40;30
30262;8;2.1757;17.4056;2.892;0.028665;30;70;50
5280;12;1.2862;15.4344;2.883;0.023751;40;80;55
5066;10;0.9968;9.968;2.883;0.023751;40;80;55
5082;8;1.9252;15.4016;2.93;0.028665;30;70;50
44503;10;1.0725;10.725;2.35;0.00884;80;60;40
34520;10;1.3999;13.999;4;0.017784;84;28;21
34306;12;1.3336;16.0032;4;0.017784;84;28;21
43166;10;1.2841;12.841;3.33;0.0144;120;42;20
43307;12;1.3999;16.7988;3.1;0.016302;60;28;21
5447;12;1.1336;13.6032;4.224;0.0252;64;60;40
5488;8;1.3683;10.9464;2.819;0.01568;120;60;40
5520;10;0.8673;8.673;3.45;0.021384;60;60;40
4929;14;0.7736;10.8304;4.74;0.0156;84;90;50
