reference;Unite par carton;prix_unite;prix_final;weight;volume;NB carton/palette;DLV Theorique;DLV Garantie
531301;8;1.6662;13.3296;2.7;0.032;126;360;180
990309;8;2.5672;20.5376;2.4;0.015392;90;240;120
990325;8;2.5672;20.5376;2.4;0.015392;90;240;120
990341;8;2.5672;20.5376;2.4;0.015392;90;240;120
990366;8;2.5672;20.5376;2.4;0.015392;90;240;120
994889;6;2.242;13.452;2.4;0.012852;120;360;180
512483;6;2.3409;14.0454;2.5;0.01326;120;360;180
531160;6;2.3409;14.0454;2.5;0.01326;120;360;180
995100;7;2.6157;18.3099;2.5;0.018;108;360;180
530725;12;2.7367;32.8404;5.2;0.0234;70;360;180
530766;12;2.7367;32.8404;5.2;0.0234;70;360;180
530782;12;2.7367;32.8404;5.2;0.0234;70;360;180
530808;12;1.9241;23.0892;3.3;0.013;133;360;180
531129;12;1.9241;23.0892;3.3;0.013;133;360;180
996264;6;2.3346;14.0076;2.4;0.01326;120;360;180
996280;6;2.3346;14.0076;2.36;0.018972;120;360;180
999300;6;2.2294;13.3764;1.7;0.0144;150;360;180
999326;10;1.7788;17.788;3;0.018;70;360;180
996967;6;1.9378;11.6268;2.5;0.010032;160;360;180
997288;14;1.7957;25.1398;3.95;0.017112;96;360;180
997304;12;1.7957;21.5484;3.3;0.013041;105;360;180
997320;12;1.7957;21.5484;3.5;0.01365;105;360;180
997346;12;1.7957;21.5484;3.6;0.01365;105;360;180
510321;6;2.3409;14.0454;2.4;0.012852;120;360;180
999284;6;2.3409;14.0454;2.4;0.012852;120;360;180
543082;6;2.3346;14.0076;2.36;0.012852;120;360;180
994228;12;1.7957;21.5484;2.52;0.013041;120;360;180
565721;6;2.2946;13.7676;2.3;0.011628;108;360;180
563601;8;2.1862;17.4896;3.1;0.015732;96;360;180
563585;6;2.1862;13.1172;2.5;0.011628;108;360;180
512921;9;3.4314;30.8826;4.8;0.0192;132;360;180
511709;9;3.4314;30.8826;4.8;0.0192;132;360;180
511683;9;3.4314;30.8826;4.8;0.0192;132;360;180
511667;9;3.8977;35.0793;4.8;0.0192;132;360;180
511642;9;3.4314;30.8826;4.8;0.0192;132;360;180
511626;9;3.4314;30.8826;4.8;0.0192;132;360;180
996306;6;2.242;13.452;2.36;0.012852;120;360;180
996322;6;2.242;13.452;2.365;0.012852;120;360;180
995142;7;2.6157;18.3099;3.1;0.01344;108;360;180
987529;7;2.6157;18.3099;3.12;0.01344;108;360;180
995183;7;2.6157;18.3099;3.1;0.01344;108;360;180
995209;7;2.6157;18.3099;3.1;0.01344;108;360;180
989202;10;1.7262;17.262;4;0.0297;70;360;180
987487;10;1.7262;17.262;4;0.0297;70;360;180
999821;6;1.4231;8.5386;2.9;0.01311;108;360;180
999680;6;1.3378;8.0268;1.96;0.008892;171;300;160
593228;6;1.601;9.606;2;0.0192;121;360;180
841403;12;1.601;19.212;4.2;0.0528;60;360;180
841569;15;1.7788;26.682;12.3;0.00375;54;360;180
995167;6;1.601;9.606;2.5;0.0104;128;360;180
979989;12;3.6535;43.842;6;0.016588;78;210;120
997528;6;3.3556;20.1336;1.44;0.007904;195;360;180
998302;6;2.2378;13.4268;3.9;0.0104;192;360;180
998641;6;2.923;17.538;2.5;0.008993;168;360;180
997387;10;2.7757;27.757;3.1;0.013616;100;330;165
998922;8;3.6535;29.228;3.2;0.00912;168;210;120
997205;8;3.4135;27.308;3.9;0.00912;168;210;90
997221;8;3.6535;29.228;3.9;0.00912;168;210;90
998849;8;3.6535;29.228;3.9;0.00912;168;280;90
998864;8;3.4135;27.308;3.9;0.00912;168;210;90
999060;12;3.6535;43.842;11.4;0.016588;78;360;180
999086;12;3.9093;46.9116;6;0.016588;78;210;120
824748;6;2.6462;15.8772;1.8;0.009984;150;360;180
824763;6;2.6188;15.7128;1.8;0.009984;150;360;180
843540;6;2.6462;15.8772;1.8;0.009984;150;360;180
839902;6;2.6188;15.7128;1.8;0.009984;150;360;180
861948;6;2.6462;15.8772;1.8;0.009984;150;360;180
824789;6;3.4209;20.5254;1.8;0.009984;150;360;180
862581;6;2.6462;15.8772;1.8;0.009984;150;360;180
841502;12;3.6535;43.842;6;0.016588;78;210;120
599084;6;3.1314;18.7884;3.6;0.0126;117;360;180
599126;6;3.1314;18.7884;3.6;0.0126;117;360;180
540922;20;1.1641;23.282;2;0.0135;228;360;180
996447;24;1.0715;25.716;1.8;0.00864;162;240;120
989889;30;0.4578;13.734;2.1;0.0216;160;360;180
989285;28;0.7841;21.9548;2.5;0.0135;168;360;180
987586;20;1.1641;23.282;2;0.0135;228;360;180
980003;20;1.1641;23.282;2;0.0135;228;360;180
992461;6;1.1999;7.1994;2.7;0.0136;120;360;180
567586;8;1.3473;10.7784;5;0.02;72;360;180
992404;6;1.0999;6.5994;2.7;0.0136;120;360;180
992420;6;1.1694;7.0164;2.7;0.0136;120;360;180
992388;6;1.1104;6.6624;2.7;0.0136;120;360;180
992446;6;1.1747;7.0482;2.7;0.0136;120;360;180
548081;6;1.421;8.526;2.7;0.0084;192;360;180
993105;7;1.7694;12.3858;3.7;0.01972;80;360;180
567602;8;1.3252;10.6016;5;0.02;72;360;180
540765;10;1.2052;12.052;4;0.021384;66;360;180
992321;12;0.8094;9.7128;4.5;0.014535;100;360;180
874586;12;0.7831;9.3972;3.06;0.014535;100;250;120
992347;12;0.8768;10.5216;3.1;0.01479;100;360;180
547745;6;2.4609;14.7654;2.4;0.0216;120;360;180
547729;6;2.4609;14.7654;2.4;0.0216;120;360;180
993485;10;1.7262;17.262;4;0.021252;70;360;180
990242;6;2.4609;14.7654;2.3;0.0216;120;360;180
987321;6;2.5736;15.4416;1.5;0.009384;168;360;180
987305;8;2.5736;20.5888;2.7;0.015392;90;360;180
590547;8;2.5736;20.5888;2.7;0.015392;90;360;180
511006;12;2.5241;30.2892;5.2;0.030537;48;360;180
991406;8;3.4135;27.308;1;0.00912;168;270;90
991463;8;3.6535;29.228;1;0.00912;168;270;90
991489;8;3.6535;29.228;1;0.00912;168;270;90
841122;8;3.4135;27.308;3.9;0.00912;168;210;90
991562;8;3.6535;29.228;4;0.00912;168;270;90
991828;12;3.9093;46.9116;6;0.016588;78;270;90
592543;8;2.6893;21.5144;1.5;0.01152;143;360;180
992644;12;5.0651;60.7812;7;0.032085;42;300;120
993345;12;5.0651;60.7812;3.765;0.029568;42;280;160
592527;8;2.542;20.336;5.6;0.019228;63;0;0
989723;8;3.5419;28.3352;4.2;0.01656;70;360;180
829481;8;3.5419;28.3352;4.5;0.019665;63;360;180
989780;8;1.8999;15.1992;1.9;0.00546;196;360;180
989905;6;2.9325;17.595;1.9;0.007161;120;360;180
981969;8;2.9241;23.3928;1.8;0.00969;56;240;90
981886;8;2.9241;23.3928;1.6;0.00969;56;240;90
981902;8;2.9241;23.3928;1.6;0.00714;64;240;90
929505;12;2.8935;34.722;1.56;0.019488;84;240;120
929521;10;1.6788;16.788;1.8;0.019488;96;240;120
929422;10;2.0157;20.157;2.4;0.01476;96;360;180
543165;10;3.2462;32.462;5;0.014904;72;360;180
950501;6;0.861;5.166;2.5;0.0125;108;360;180
952903;6;1.2241;7.3446;2.4;0.02352;108;280;160
952861;8;1.3841;11.0728;3.5;0.0198;96;360;180
953406;8;1.4073;11.2584;3.5;0.0198;96;360;180
577569;12;3.123;37.476;2.3;0.01944;78;360;180
945568;8;2.4451;19.5608;4.8;0.0243;60;180;90
945584;8;2.4283;19.4264;4.8;0.0243;60;180;90
945261;8;1.6504;13.2032;3.2;0.02106;90;360;180
945287;8;1.6504;13.2032;3.2;0.02268;90;360;180
945246;8;1.6504;13.2032;3.2;0.02106;90;360;180
763003;10;3.263;32.63;5.32;0.0348;40;0;0
945204;8;1.662;13.296;3.2;0.016632;90;360;180
945063;8;3.0104;24.0832;5.6;0.0243;60;180;90
945089;8;2.9883;23.9064;5.39;0.0243;60;270;140
762583;8;3.1451;25.1608;5.4;0.0243;60;270;130
950246;8;3.1156;24.9248;5.57;0.0243;60;270;140
991109;2;1.3599;2.7198;3.6;0.011492;147;270;120
991083;10;2.9388;29.388;4.03;0.019425;80;360;180
929463;12;4.6988;56.3856;6.7;0.024552;66;360;180
962100;6;1.9388;11.6328;3.9;0.018032;78;360;180
915561;6;1.9388;11.6328;3.7;0.018032;84;360;180
915629;8;3.7567;30.0536;2.4;0.0153;84;360;180
568428;7;1.5389;10.7723;3.2;0.012844;108;270;90
586982;7;1.5389;10.7723;3.2;0.012844;108;160;90
853481;7;1.5389;10.7723;3.2;0.012844;108;160;90
853507;7;1.5389;10.7723;3.2;0.012844;108;160;90
833905;7;1.5389;10.7723;3.05;0.012844;108;160;90
824565;7;1.5389;10.7723;3.2;0.012844;108;160;90
824540;7;1.5389;10.7723;3.2;0.012844;108;160;90
590604;5;1.8852;9.426;1.97;0.008424;171;360;180
590687;5;1.8852;9.426;1.8;0.008424;171;360;180
766360;8;4.0314;32.2512;3.7;0.018;96;360;180
864280;6;3.7472;22.4832;3.42;0.018;96;360;180
956144;8;1.662;13.296;2.8;0.02106;90;360;180
945105;8;1.4073;11.2584;4.85;0.0198;96;360;180
857748;8;2.7599;22.0792;4.8;0.027744;50;360;180
857722;8;2.782;22.256;4.8;0.027744;50;360;180
594705;10;1.822;18.22;3.6;0.009984;84;360;180
945188;10;1.822;18.22;3.6;0.009984;84;360;180
952721;10;1.822;18.22;3.6;0.009984;84;360;180
592444;10;1.4946;14.946;3.3;0.020384;72;360;180
764381;7;1.7125;11.9875;2.2;0.008208;189;360;180
764365;7;1.7125;11.9875;2.2;0.008208;189;360;180
985044;8;0.6652;5.3216;2.6;0.008075;189;360;180
985069;8;0.6884;5.5072;2.4;0.008075;189;360;180
501023;10;1.6967;16.967;3.1;0.012696;91;360;180
984567;10;2.9704;29.704;3.5;0.01656;104;360;180
577585;12;3.0767;36.9204;1.5;0.01944;78;360;180
498360;12;3.123;37.476;1.5;0.01944;78;360;180
563544;12;4.5598;54.7176;6.6;0.0216;80;360;180
873380;10;2.5462;25.462;3;0.01656;91;360;180
949644;8;1.3515;10.812;3.2;0.0132;96;360;180
501700;8;1.661;13.288;3.5;0.0198;96;360;180
949669;8;1.1968;9.5744;3.6;0.0132;96;360;180
952887;8;1.5957;12.7656;3.2;0.018;96;360;180
952960;8;1.8378;14.7024;3.2;0.018;96;360;180
949784;8;1.8904;15.1232;3.5;0.019152;96;360;180
949800;8;2.1462;17.1696;4;0.016254;96;360;180
547364;12;3.1977;38.3724;4.8;0.045356;54;360;180
547380;10;4.9314;49.314;4;0.01232;90;360;180
945444;8;2.8388;22.7104;2.65;0.00297;152;360;180
957209;6;4.7282;28.3692;2.4;0.0048;169;360;180
945527;8;1.5873;12.6984;1.75;0.00456;152;360;180
964981;6;6.0966;36.5796;2.8;0.00882;154;360;180
767780;10;4.5219;45.219;5;0.014904;81;360;180
945360;6;2.7146;16.2876;2;0.004312;364;360;180
968024;15;3.1167;46.7505;12;0.024;40;360;180
959163;20;2.2451;44.902;5;0.0264;96;360;180
952382;10;1.7431;17.431;10;0.0204;80;360;180
857243;8;5.7345;45.876;2.8;0.00882;154;360;180
857268;6;3.9609;23.7654;1.5;0.005967;195;360;180
985200;10;3.2462;32.462;4.2;0.001632;150;360;180
985226;10;1.8704;18.704;4.2;0.001632;150;360;180
986166;10;3.1925;31.925;8;0.02232;55;360;180
945386;15;2.343;35.145;6;0.024;72;360;180
863167;10;3.8135;38.135;5;0.01323;108;360;180
945402;10;2.5715;25.715;2.8;0.0135;144;360;180
520189;6;1.8304;10.9824;2.8;0.0054;270;360;180
498964;6;2.0599;12.3594;3;0.014079;132;360;180
512822;6;1.4883;8.9298;1.2;0.000798;136;360;180
762500;10;4.6967;46.967;5.2;0.0144;144;360;180
945709;6;2.2346;13.4076;1.23;0.00264;560;360;180
945725;8;4.0988;32.7904;3.4;0.0102;132;360;180
945808;6;1.3073;7.8438;1.25;0.00264;560;360;180
762526;10;2.643;26.43;5.2;0.0144;144;360;180
945824;12;1.9904;23.8848;5.5;0.012;136;360;180
945840;10;3.0325;30.325;5.2;0.00936;144;360;180
946087;8;1.1315;9.052;1.8;0.008004;182;360;180
946327;6;2.2788;13.6728;2.5;0.009;119;360;180
861989;10;2.8136;28.136;5.5;0.01024;136;360;180
861963;7;2.7788;19.4516;4.8;0.0072;144;360;180
850800;12;4.9787;59.7444;4;0.0192;100;360;180
850768;12;2.2778;27.3336;6;0.0264;72;360;180
958488;10;3.4325;34.325;4.2;0.006912;66;360;180
985267;16;2.2504;36.0064;4.17;0.0072;100;360;180
985309;16;1.7178;27.4848;4.17;0.0072;100;360;180
985408;12;0.9989;11.9868;3.16;0.00627;180;360;180
826362;10;1.0515;10.515;4.5;0.02436;192;360;180
985424;12;1.8852;22.6224;12;0.029295;48;360;180
984963;9;1.2557;11.3013;3.9;0.0184;96;360;180
519421;10;1.7052;17.052;2.8;0.0168;156;360;180
850263;10;7.6808;76.808;4.2;0.026775;100;360;180
945543;16;2.6146;41.8336;4.8;0.0204;60;360;180
983122;12;2.5115;30.138;1.8;0.0192;84;360;180
985606;5;2.8672;14.336;1.9;0.00759;150;360;180
592121;12;7.0355;84.426;4.5;0.01653;80;300;140
984542;10;3.1483;31.483;1.92;0.01242;98;360;180
984724;12;3.803;45.636;5;0.016576;80;160;90
987362;10;2.3862;23.862;5;0.01638;108;240;180
987388;10;3.3777;33.777;10;0.012768;90;360;180
871483;12;3.5241;42.2892;4.2;0.012768;90;360;180
984385;15;2.4188;36.282;6;0.01521;99;360;180
985143;16;4.1946;67.1136;5;0.018096;96;360;180
983544;12;1.9609;23.5308;10;0.0135;90;360;180
983569;12;4.2104;50.5248;6.5;0.045356;54;360;180
596080;12;5.3335;64.002;5;0.012274;120;360;180
986448;10;2.5599;25.599;2.5;0.012274;120;360;180
986463;10;2.0936;20.936;1.57;0.003757;96;360;180
853549;12;2.3967;28.7604;7.2;0.0204;72;360;180
960120;24;3.0725;73.74;7.2;0.02106;72;360;180
960302;12;1.9283;23.1396;6.5;0.0224;72;360;180
960203;10;0.8673;8.673;10;0.05328;54;360;180
960229;10;1.0557;10.557;10;0.0285;45;360;180
960245;10;1.0778;10.778;10;0.0266;54;360;180
960260;10;1.4315;14.315;10;0.0209;63;360;180
960286;10;0.7683;7.683;10;0.0209;72;360;180
960328;10;0.8999;8.999;10;0.0209;63;360;180
960344;10;1.0441;10.441;10;0.02375;54;360;180
960427;10;0.9894;9.894;10.4;0.024375;63;360;180
960500;10;1.4315;14.315;10;0.0209;63;360;180
960526;10;1.4315;14.315;10;0.01805;72;360;180
960369;6;0.5105;3.063;2.7;0.00912;180;360;180
960385;6;0.6631;3.9786;2.7;0.006534;207;360;180
960401;10;1.1325;11.325;10;0.0171;81;360;180
960443;5;0.5189;2.5945;1.8;0.00684;156;360;180
960468;10;0.8399;8.399;10;0.02185;63;360;180
960484;10;0.6789;6.789;10;0.02185;63;360;180
979369;10;0.5999;5.999;10.4;0.0228;63;360;180
857029;10;0.4663;4.663;6.1;0.014196;99;360;180
857045;10;0.842;8.42;6.1;0.014196;99;360;180
942508;6;2.2557;13.5342;3.6;0.01615;81;360;180
942524;12;2.8009;33.6108;5;0.0171;99;360;180
564005;10;4.3146;43.146;2.4;0.021;72;360;180
942243;12;3.2356;38.8272;5.8;0.00704;90;360;180
979104;12;2.7788;33.3456;7.2;0.0231;72;36;180
962381;10;2.602;26.02;6;0.0198;88;360;180
851485;12;1.2252;14.7024;10.1;0.027664;54;360;180
952648;12;1.2315;14.778;8.6;0.0216;81;360;180
952663;12;1.2315;14.778;8.6;0.027;81;360;180
852244;10;1.2052;12.052;5;0.0116;128;360;180
947325;8;1.9167;15.3336;5.2;0.026;63;360;180
947408;10;1.0915;10.915;4.5;0.0136;96;360;180
951780;8;0.8041;6.4328;3.44;0.0092;160;360;180
952101;8;0.8041;6.4328;4.2;0.00736;176;360;180
947424;10;1.1515;11.515;7.9;0.0156;90;360;180
569046;12;0.8547;10.2564;2.5;0.01326;108;360;180
947242;8;0.8515;6.812;2.5;0.00544;160;360;180
947309;7;0.8515;5.9605;2;0.011484;180;360;180
947267;6;0.9578;5.7468;2.41;0.0056;240;360;180
947705;12;0.8547;10.2564;2.8;0.011616;120;360;180
953786;12;0.9157;10.9884;9;0.02028;72;360;180
527663;4;1.5736;6.2944;10;0.024624;72;360;180
595983;8;1.261;10.088;3.3;0.00792;140;240;120
982124;12;1.641;19.692;12.97;0.03432;45;360;180
946483;10;1.3431;13.431;6.9;0.02392;63;360;180
982082;10;1.3831;13.831;5.3;0.0156;99;360;180
982140;16;1.2357;19.7712;10.4;0.026;63;360;180
982264;12;1.3746;16.4952;12.9;0.02392;63;360;180
982280;16;1.2357;19.7712;10.5;0.02704;54;360;180
982306;12;1.2357;14.8284;7.86;0.01976;84;360;180
982322;12;1.3873;16.6476;12.97;0.03432;45;360;180
982348;12;1.2852;15.4224;12.9;0.03016;54;360;180
981043;7;0.9536;6.6752;2.4;0.0056;240;360;180
975169;12;0.981;11.772;7.2;0.024;81;360;180
974428;12;0.981;11.772;7.2;0.024;72;360;180
523449;5;1.4115;7.0575;2.5;0.011592;136;360;180
982363;18;0.9126;16.4268;3.3;0.012958;112;360;180
986125;6;1.2083;7.2498;3.9;0.01472;120;360;180
985945;6;1.2083;7.2498;3.9;0.01472;120;360;180
839787;12;1.2315;14.778;8.6;0.0216;81;270;120
929489;10;1.3431;13.431;6.8;0.01664;72;360;180
982462;12;1.3125;15.75;10;0.029406;72;360;180
979708;6;1.1178;6.7068;2.6;0.008664;168;360;180
979641;6;1.1178;6.7068;2.6;0.008664;168;360;180
833806;12;1.1725;14.07;9.2;0.029406;45;360;180
978726;12;1.3252;15.9024;9;0.024;64;360;180
978387;6;0.8136;4.8816;3;0.0126;144;360;180
873729;10;0.7473;7.473;1.5;0.02535;63;360;180
986968;15;0.5315;7.9725;10;0.04598;72;360;180
986828;10;0.7262;7.262;12.3;0.03168;63;360;180
986901;16;1.0568;16.9088;10.5;0.019656;63;360;180
986869;20;0.481;9.62;10.5;0.020475;72;360;180
986885;20;0.3936;7.872;10.5;0.01755;81;360;180
986927;20;0.5452;10.904;10.5;0.0209;72;360;180
986984;10;0.7357;7.357;10.5;0.01755;81;360;180
987008;10;0.9336;9.336;10.5;0.020064;72;360;180
987024;6;0.6473;3.8838;2.7;0.007733;180;360;180
528968;15;1.0747;16.1205;12;0.018;54;360;180
990143;6;0.621;3.726;2.7;0.00858;136;360;180
741967;24;2.5862;62.0688;1.1;0.004224;168;0;0
511345;10;1.6662;16.662;7.3;0.019266;81;360;180
511329;10;1.7967;17.967;7.4;0.019266;81;360;180
990887;10;1.4883;14.883;10;0.024375;54;360;180
989509;10;0.8347;8.347;10;0.02375;54;360;180
990168;10;0.7231;7.231;10;0.02185;63;360;180
556928;10;0.7357;7.357;10;0.028392;54;360;180
990184;10;1.0168;10.168;10;0.02535;63;360;180
528885;12;1.4483;17.3796;7.2;0.009;90;360;180
528901;15;1.402;21.03;6;0.0132;45;360;180
528844;15;1.3946;20.919;12;0.012;90;360;180
528869;15;1.0747;16.1205;12;0.015;54;360;180
527200;10;2.0325;20.325;7.4;0.021294;72;360;180
991000;10;1.3062;13.062;7.91;0.023322;72;360;180
991026;10;1.3062;13.062;7.91;0.026364;63;360;180
827725;10;1.4515;14.515;7.91;0.026364;72;360;180
528943;15;1.2252;18.378;6;0.012;54;360;180
513861;12;2.0252;24.3024;6.6;0.019656;72;360;180
872200;8;2.0252;16.2016;2.8;0.01512;117;360;180
511881;8;2.0252;16.2016;4;0.01512;108;360;180
872242;8;2.0252;16.2016;8;0.03024;45;360;180
872267;16;2.3367;37.3872;8;0.03024;45;360;180
950949;12;1.321;15.852;4;0.010948;132;360;180
951301;12;1.321;15.852;4;0.02178;132;360;180
522169;12;1.321;15.852;4;0.010948;132;360;180
522144;12;1.321;15.852;4;0.010948;132;360;180
527168;6;2.1125;12.675;4.2;0.012168;135;360;180
951103;12;2.0883;25.0596;9;0.0232;72;360;180
951228;8;2.0652;16.5216;3.2;0.012474;120;280;140
951400;8;2.0652;16.5216;3.2;0.012474;120;280;140
856989;6;2.0883;12.5298;8.5;0.0232;135;360;180
764142;6;0.7326;4.3956;2.3;0.007524;168;360;180
584003;10;1.402;14.02;10;0.0336;48;360;180
496745;10;1.7167;17.167;5.5;0.0216;80;360;180
496729;10;1.7167;17.167;5.5;0.0216;80;360;180
792788;8;1.2262;9.8096;3.8;0.008547;112;360;180
792804;8;1.2262;9.8096;3.8;0.008547;112;360;180
803460;6;1.2262;7.3572;2.8;0.009152;184;360;180
803486;6;1.2262;7.3572;2.8;0.009152;184;360;180
764001;6;0.7662;4.5972;2.12;0.008664;168;360;180
763961;6;0.7473;4.4838;2.12;0.008664;168;360;180
951244;6;2.1609;12.9654;1.2;0.00494;336;360;180
951269;6;2.6536;15.9216;2.4;0.007524;180;360;180
577049;10;0.9915;9.915;10;0.01995;81;360;180
577023;10;0.8936;8.936;10;0.01995;63;360;180
576983;10;0.6978;6.978;10;0.01995;72;360;180
576967;10;0.861;8.61;10;0.01995;81;360;110
990903;10;1.1862;11.862;10;0.02375;54;360;180
951483;8;0.6399;5.1192;0.52;0.002592;550;360;180
954925;8;1.3546;10.8368;0.84;0.002592;374;360;180
951467;8;0.8747;6.9976;0.84;0.002592;550;360;180
951723;8;0.6831;5.4648;0.52;0.003384;550;360;180
951442;8;1.3336;10.6688;0.84;0.002592;550;360;180
951608;8;0.7578;6.0624;0.52;0.002592;300;360;180
855106;6;2.9851;17.9106;2;0.03;84;360;180
860569;6;2.1999;13.1994;2.5;0.006552;228;360;180
586800;5;3.2988;16.494;2;0.01512;84;360;180
944363;6;1.4873;8.9238;1.44;0.0135;132;360;180
915686;5;2.4167;12.0835;2;0.03;84;360;180
944389;6;1.5715;9.429;1.56;0.0135;132;360;180
970566;6;3.4672;20.8032;3;0.01512;63;360;180
984468;6;2.7146;16.2876;2.4;0.0156;90;360;120
861609;6;3.5377;21.2262;2.5;0.006552;228;360;180
944561;6;6.3282;37.9692;4.8;0.0108;135;240;120
944264;6;2.3662;14.1972;2.8;0.006552;228;150;90
944645;6;1.8273;10.9638;2.4;0.006552;228;240;120
502849;6;4.3493;26.0958;4.8;0.0108;135;240;120
944207;6;2.743;16.458;4.08;0.01508;81;360;180
944769;6;1.7799;10.6794;2.2;0.0135;204;360;180
535385;6;4.4377;26.6262;4.8;0.013984;96;360;180
765842;6;4.3156;25.8936;5;0.0152;96;240;120
765669;6;5.2293;31.3758;5.2;0.0152;96;240;120
765644;6;4.1725;25.035;5.2;0.0152;96;240;120
765628;10;1.642;16.42;4.2;0.018;88;360;180
970202;5;14.3553;71.7765;9;0.0352;64;360;180
528042;12;3.4693;41.6316;4;0.01404;96;250;125
944504;4;2.3104;9.2416;1.84;0.008424;320;150;90
944488;12;1.2999;15.5988;2.6;0.00918;170;150;90
954529;4;1.2178;4.8712;1.2;0.007344;240;240;150
580720;10;3.7914;37.914;8;0.02262;64;360;180
951905;6;4.744;28.464;6;0.0144;96;365;180
951921;6;3.2346;19.4076;6;0.0144;96;365;180
762682;6;6.724;40.344;6;0.01404;108;360;180
952085;6;5.6377;33.8262;6;0.00936;96;300;160
568303;6;2.5157;15.0942;2.1;0.0135;110;360;180
942607;6;1.0515;6.309;2.813;0.010051;140;360;180
942623;6;1.3273;7.9638;2.813;0.010051;140;360;180
941302;6;1.4094;8.4564;2.6;0.00968;160;360;180
941369;6;1.3883;8.3298;2.8;0.013851;108;360;180
941401;6;0.9852;5.9112;2.813;0.010051;140;360;180
941344;6;1.2399;7.4394;4;0.008925;160;360;180
991125;9;3.2956;29.6604;4.4;0.021025;72;360;180
943282;6;2.8714;17.2284;2.4;0.0064;154;360;180
943001;6;2.0462;12.2772;2.35;0.007938;154;360;180
943209;6;2.0462;12.2772;2.4;0.006;154;360;180
943308;6;2.8714;17.2284;2.84;0.00704;154;360;180
942680;7;1.5883;11.1181;4.2;0.014812;90;360;180
946525;4;3.0988;12.3952;7.7;0.01995;112;360;180
848283;8;2.7041;21.6328;8.3;0.02592;72;360;180
847244;8;2.7041;21.6328;8;0.02592;72;360;180
941385;6;2.262;13.572;2.8;0.013851;108;360;180
952267;10;1.3125;13.125;3.4;0.0114;144;360;180
952929;6;1.2231;7.3386;2.4;0.011132;140;360;180
966960;6;1.5041;9.0246;3.3;0.011132;140;360;180
956201;8;2.2788;18.2304;5.3;0.01092;132;240;120
956268;8;2.4662;19.7296;5.3;0.01092;132;240;120
956326;8;2.4662;19.7296;5.3;0.01092;132;240;120
956227;8;2.2788;18.2304;5.3;0.01092;132;240;120
965228;6;2.8714;17.2284;2.9;0.008505;154;360;180
948349;10;2.1894;21.894;9.4;0.027144;64;360;180
956383;8;2.6546;21.2368;5.3;0.01092;132;270;135
948364;10;2.1557;21.557;9.4;0.027144;64;360;180
948380;10;1.7473;17.473;9.4;0.027144;64;360;180
948406;10;1.1989;11.989;6.3;0.017784;90;360;180
524504;10;1.4557;14.557;3;0.0114;144;360;180
992784;10;3.4104;34.104;4.2;0.0189;78;360;180
948869;6;1.4999;8.9994;2;0.00621;200;360;180
969204;6;1.261;7.566;1.92;0.00621;200;360;180
969329;10;2.2262;22.262;4;0.01092;132;360;180
969345;6;2.2283;13.3698;2.4;0.007395;96;360;180
969386;6;2.2283;13.3698;2.4;0.007395;96;360;180
969402;6;2.2209;13.3254;2.4;0.007395;96;360;180
949545;8;2.5399;20.3192;7.2;0.025272;72;360;180
501189;6;1.2862;7.7172;2.2;0.008265;160;360;180
501163;6;1.2862;7.7172;2.2;0.008265;160;360;180
946566;8;2.7041;21.6328;7.7;0.01995;72;360;180
847384;8;2.9272;23.4176;7.7;0.02145;72;360;180
946541;8;2.862;22.896;7.7;0.01995;72;360;180
847301;8;2.7041;21.6328;7.7;0.02145;72;360;180
986703;10;1.9978;19.978;2.75;0.007;209;360;180
520247;8;1.9978;15.9824;2.04;0.004862;320;360;180
520221;8;1.9978;15.9824;2.04;0.004862;320;360;180
985960;4;1.7852;7.1408;4;0.00972;136;280;160
985861;6;1.0862;6.5172;2.5;0.0066;240;360;180
985705;10;1.7294;17.294;4;0.001536;128;360;180
985721;10;1.5936;15.936;4;0.001536;128;360;180
985747;10;1.6494;16.494;4;0.001536;128;360;180
985804;6;1.1452;6.8712;3.45;0.00896;165;360;180
985820;6;1.402;8.412;2.8;0.00736;160;360;180
986000;10;1.1904;11.904;2.4;0.0108;144;360;180
830745;10;1.3568;13.568;2.4;0.0108;144;360;180
985465;6;1.1547;6.9282;2.8;0.00704;184;360;180
985788;6;1.1136;6.6816;2.8;0.009152;184;360;180
985986;6;2.4683;14.8098;6.2;0.015624;96;360;180
985549;10;1.7294;17.294;4;0.001536;128;360;180
855247;9;1.0304;9.2736;6.4;0.01352;108;360;180
855262;9;1.0304;9.2736;6.4;0.01352;108;360;180
579722;6;1.9673;11.8038;2.4;0.010108;171;240;120
579748;6;1.9673;11.8038;2.4;0.010108;171;240;120
839662;6;1.9673;11.8038;2.7;0.009139;171;360;180
839688;6;1.9673;11.8038;2.4;0.010108;171;240;120
839704;6;1.9673;11.8038;2.7;0.009139;171;360;180
984583;8;2.6588;21.2704;3.1;0.01386;1040;360;180
520403;8;2.5325;20.26;3.08;0.01134;136;360;180
984641;10;1.8441;18.441;4;0.01242;98;360;180
987040;8;2.5693;20.5544;3.1;0.0126;104;360;180
989400;6;1.281;7.686;4;0.017986;160;360;180
988865;6;1.3683;8.2098;2.6;0.00968;160;360;180
990127;8;2.7041;21.6328;7.4;0.02592;63;360;180
989921;8;2.5799;20.6392;6.8;0.02376;63;360;180
988089;8;2.7041;21.6328;7.9;0.02496;63;360;180
989665;8;2.5799;20.6392;8;0.02376;72;360;180
